name,voltage_class,lat,lon
MV/LV Substation AM***461X,LV,53.35121918,-6.24991798
MV/LV Substation EA***4620,LV,53.35763931,-6.23260641
MV/LV Substation SI***4623,LV,53.35285187,-6.23166275
MV/LV Substation RI***4624,LV,53.33779144,-6.31532717
MV/LV Substation BO***4626,LV,53.34405136,-6.2248044
MV/LV Substation DA***4634,LV,53.3623085,-6.27360439
MV/LV Substation JO***4638,LV,53.33886719,-6.28240395
MV/LV Substation CA***4639,LV,53.34822083,-6.23191452
MV/LV Substation BL***463X,LV,53.36763382,-6.19901848
MV/LV Substation JO***464,LV,53.34183121,-6.26061773
MV/LV Substation EA***4641,LV,53.35287857,-6.23163176
MV/LV Substation EA***4649,LV,53.37256241,-6.21017027
MV/LV Substation LE***464X,LV,53.33045959,-6.26704025
MV/LV Substation CL***465,LV,53.36457825,-6.26526451
MV/LV Substation TR***4651,LV,53.34157944,-6.23975706
MV/LV Substation EN***4652,LV,53.35194397,-6.23081446
MV/LV Substation EN***4653,LV,53.35195923,-6.23079872
MV/LV Substation TH***4654,LV,53.35163116,-6.23100758
MV/LV Substation TH***4655,LV,53.35187149,-6.23210907
MV/LV Substation TH***4656,LV,53.35189056,-6.23215342
MV/LV Substation TR***4657,LV,53.34006882,-6.24147129
MV/LV Substation AS***4659,LV,53.37467194,-6.31816912
MV/LV Substation GR***467,LV,53.3799057,-6.27982044
MV/LV Substation MI***4678,LV,53.37459564,-6.26885462
MV/LV Substation LO***467X,LV,53.38132095,-6.24077797
MV/LV Substation GR***468,LV,53.3386879,-6.25537062
MV/LV Substation LO***4680,LV,53.37582397,-6.33110666
MV/LV Substation 10***4681,LV,53.37635422,-6.33047009
MV/LV Substation TH***4682,LV,53.37633514,-6.32973433
MV/LV Substation TH***4683,LV,53.37630844,-6.32841301
MV/LV Substation TH***4684,LV,53.376297,-6.32767725
MV/LV Substation TH***4685,LV,53.37629318,-6.32739162
MV/LV Substation DA***4686,LV,53.36777496,-6.27001762
MV/LV Substation O ***4688,LV,53.35357285,-6.29462385
MV/LV Substation CI***4689,LV,53.36117172,-6.29199219
MV/LV Substation AU***468X,LV,53.36896515,-6.21485853
MV/LV Substation AS***4694,LV,53.35300827,-6.29345989
MV/LV Substation FI***4695,LV,53.35263062,-6.29276943
MV/LV Substation SW***4697,LV,53.35231018,-6.29245138
MV/LV Substation DO***4700,LV,53.3524437,-6.26622343
MV/LV Substation PR***4703,LV,53.36764145,-6.17415285
MV/LV Substation RI***470X,LV,53.37340546,-6.31121683
MV/LV Substation BR***4713,LV,53.34059525,-6.30218363
MV/LV Substation CA***4714,LV,53.34644318,-6.26870441
MV/LV Substation BY***4717,LV,53.34729004,-6.2647357
MV/LV Substation BL***4718,LV,53.35640335,-6.29520178
MV/LV Substation BL***4719,LV,53.35643768,-6.29520035
MV/LV Substation DR***471X,LV,53.36444473,-6.2997179
MV/LV Substation EA***4721,LV,53.35783768,-6.23376989
MV/LV Substation HI***4725,LV,53.35438919,-6.25922012
MV/LV Substation NE***4729,LV,53.33786011,-6.27800035
MV/LV Substation AS***472X,LV,53.37914658,-6.27649975
MV/LV Substation NA***4730,LV,53.35042572,-6.2333703
MV/LV Substation NA***4731,LV,53.35041428,-6.23332548
MV/LV Substation TA***4732,LV,53.35098648,-6.23300171
MV/LV Substation FO***4733,LV,53.35099792,-6.23197985
MV/LV Substation FO***4734,LV,53.3509903,-6.23195028
MV/LV Substation LE***4735,LV,53.35010529,-6.23167133
MV/LV Substation AC***4737,LV,53.34956741,-6.33494139
MV/LV Substation NA***473X,LV,53.36738968,-6.31137991
MV/LV Substation DA***4741,LV,53.36719513,-6.27019167
MV/LV Substation DA***4742,LV,53.36763382,-6.26961756
MV/LV Substation DA***4743,LV,53.36730957,-6.26764774
MV/LV Substation TO***4744,LV,53.36793518,-6.27597618
MV/LV Substation DO***4745,LV,53.35360718,-6.26778316
MV/LV Substation NE***474X,LV,53.35616302,-6.26171637
MV/LV Substation DO***4753,LV,53.33549881,-6.28440094
MV/LV Substation CO***4754,LV,53.36087036,-6.18866825
MV/LV Substation SH***4764,LV,53.35546875,-6.24378061
MV/LV Substation AL***4765,LV,53.33208466,-6.26083469
MV/LV Substation CL***4767,LV,53.36305618,-6.25140047
MV/LV Substation NT***4781,LV,53.34768295,-6.23695278
MV/LV Substation MA***478X,LV,53.3394928,-6.27545738
MV/LV Substation PE***479,LV,53.33661652,-6.25180721
MV/LV Substation RA***479X,LV,53.37737656,-6.3307457
MV/LV Substation PH***480,LV,53.36193848,-6.27325869
MV/LV Substation RA***480X,LV,53.37810898,-6.32735062
MV/LV Substation CO***481X,LV,53.33021164,-6.27485609
MV/LV Substation CO***482X,LV,53.37602615,-6.31727409
MV/LV Substation RO***483,LV,53.37343216,-6.29416084
MV/LV Substation RE***483X,LV,53.36291504,-6.18314314
MV/LV Substation CE***484,LV,53.38090134,-6.22881699
MV/LV Substation GA***484X,LV,53.34344864,-6.24046087
MV/LV Substation KI***485,LV,53.34275818,-6.30814934
MV/LV Substation GA***485X,LV,53.34315872,-6.23918152
MV/LV Substation TH***486X,LV,53.34080124,-6.22792768
MV/LV Substation SP***487,LV,53.33896637,-6.31966496
MV/LV Substation IR***488,LV,53.3715744,-6.25204325
MV/LV Substation WA***488X,LV,53.37594986,-6.31691647
MV/LV Substation SW***489,LV,53.37892151,-6.24750423
MV/LV Substation HA***489X,LV,53.34794235,-6.27984667
MV/LV Substation SM***490X,LV,53.34788895,-6.27872229
MV/LV Substation MO***491,LV,53.33729553,-6.24548864
MV/LV Substation DU***491X,LV,53.36803436,-6.29616451
MV/LV Substation DO***492,LV,53.36378479,-6.2818222
MV/LV Substation GR***492X,LV,53.34032059,-6.23659611
MV/LV Substation DU***494,LV,53.3563652,-6.24788952
MV/LV Substation PA***495,LV,53.35097885,-6.26548672
MV/LV Substation AS***495X,LV,53.34622192,-6.26048422
MV/LV Substation CA***496,LV,53.34752274,-6.19735861
MV/LV Substation GL***497,LV,53.38670731,-6.24595165
MV/LV Substation KI***498,LV,53.36332703,-6.20901012
MV/LV Substation LU***498X,LV,53.34623718,-6.25474691
MV/LV Substation RO***500,LV,53.33997726,-6.28467131
MV/LV Substation LO***500X,LV,53.33841324,-6.28715134
MV/LV Substation SE***501,LV,53.36726379,-6.18826199
MV/LV Substation JE***502,LV,53.34758377,-6.20612621
MV/LV Substation GL***503X,LV,53.33953094,-6.2625885
MV/LV Substation EB***504X,LV,53.33483887,-6.28351164
MV/LV Substation CR***505,LV,53.37694168,-6.20860386
MV/LV Substation ST***506,LV,53.36388016,-6.25854778
MV/LV Substation TO***506X,LV,53.34954834,-6.24955082
MV/LV Substation RA***507X,LV,53.35329819,-6.25098896
MV/LV Substation CA***508X,LV,53.35765457,-6.24774647
MV/LV Substation CA***509X,LV,53.34513474,-6.24081182
MV/LV Substation FI***511,LV,53.35316086,-6.29163647
MV/LV Substation PO***513,LV,53.33761978,-6.24376392
MV/LV Substation MO***513X,LV,53.35424423,-6.2702055
MV/LV Substation GR***515X,LV,53.3378334,-6.23743439
MV/LV Substation PE***516X,LV,53.3392067,-6.26671553
MV/LV Substation SI***517,LV,53.37513733,-6.23940992
MV/LV Substation FO***518X,LV,53.35136032,-6.25300598
MV/LV Substation NA***521,LV,53.3720665,-6.22375965
MV/LV Substation HA***522X,LV,53.33397293,-6.26275444
MV/LV Substation VE***523,LV,53.33824158,-6.24318266
MV/LV Substation PO***523X,LV,53.3605957,-6.25650358
MV/LV Substation BY***524X,LV,53.34722519,-6.26505375
MV/LV Substation AD***525,LV,53.33198166,-6.25570488
MV/LV Substation RI***525X,LV,53.37891769,-6.32027102
MV/LV Substation TH***526X,LV,53.35258484,-6.25181437
MV/LV Substation TH***527X,LV,53.3521843,-6.2510047
MV/LV Substation BE***528,LV,53.35769272,-6.26817322
MV/LV Substation GA***528X,LV,53.34062195,-6.26209354
MV/LV Substation ST***529,LV,53.35375595,-6.23673201
MV/LV Substation RO***530X,LV,53.3499527,-6.28273916
MV/LV Substation SP***531,LV,53.36014175,-6.24205637
MV/LV Substation NE***531X,LV,53.33864975,-6.27606201
MV/LV Substation DA***532X,LV,53.36350632,-6.26942444
MV/LV Substation SK***534,LV,53.37292862,-6.25364065
MV/LV Substation CL***534X,LV,53.37705994,-6.31730843
MV/LV Substation PH***535X,LV,53.37710953,-6.31565332
MV/LV Substation CA***536X,LV,53.37676239,-6.31586266
MV/LV Substation PA***537X,LV,53.37272263,-6.21492672
MV/LV Substation HO***539,LV,53.36397171,-6.21916866
MV/LV Substation PE***539X,LV,53.37812042,-6.32613325
MV/LV Substation LO***540X,LV,53.3452034,-6.23693514
MV/LV Substation SP***541,LV,53.35074997,-6.25239992
MV/LV Substation LO***541X,LV,53.34485245,-6.23700953
MV/LV Substation DA***542X,LV,53.33889771,-6.25186396
MV/LV Substation ST***543,LV,53.3416214,-6.25298405
MV/LV Substation HA***544,LV,53.33359146,-6.2571249
MV/LV Substation RO***544X,LV,53.34235382,-6.22597122
MV/LV Substation BU***545,LV,53.35063934,-6.20984268
MV/LV Substation HO***545X,LV,53.36620331,-6.21818924
MV/LV Substation ST***546X,LV,53.33169937,-6.27758837
MV/LV Substation ST***547,LV,53.33978271,-6.25771332
MV/LV Substation BR***548,LV,53.34261322,-6.21319723
MV/LV Substation AV***548X,LV,53.36003494,-6.27485275
MV/LV Substation VE***549,LV,53.37157822,-6.305264
MV/LV Substation RA***550,LV,53.37237549,-6.30569792
MV/LV Substation BE***551,LV,53.35923386,-6.25798607
MV/LV Substation KI***551X,LV,53.34127045,-6.31101561
MV/LV Substation AL***552X,LV,53.33929825,-6.23381519
MV/LV Substation NO***553,LV,53.35115814,-6.28363657
MV/LV Substation HI***553X,LV,53.33851624,-6.23507881
MV/LV Substation RA***554X,LV,53.33894348,-6.236022
MV/LV Substation GA***555X,LV,53.34022903,-6.23590899
MV/LV Substation LO***558,LV,53.33434677,-6.27240705
MV/LV Substation AC***558X,LV,53.34478378,-6.24931049
MV/LV Substation O ***559X,LV,53.35118866,-6.26268482
MV/LV Substation ME***560X,LV,53.34200668,-6.3147707
MV/LV Substation KI***561,LV,53.37140656,-6.20495987
MV/LV Substation PR***561X,LV,53.33868027,-6.26281786
MV/LV Substation KI***562,LV,53.37103653,-6.3216176
MV/LV Substation ST***563X,LV,53.37425995,-6.23528385
MV/LV Substation ST***565X,LV,53.34217072,-6.26539421
MV/LV Substation GL***566,LV,53.35990143,-6.29480696
MV/LV Substation JO***566X,LV,53.36032104,-6.25369072
MV/LV Substation DU***567,LV,53.34381104,-6.2650423
MV/LV Substation DO***568X,LV,53.35146713,-6.26690865
MV/LV Substation BL***570,LV,53.35691452,-6.29524136
MV/LV Substation FO***570X,LV,53.3507576,-6.28079939
MV/LV Substation PE***571X,LV,53.37769699,-6.32360983
MV/LV Substation TY***572,LV,53.33588028,-6.3258214
MV/LV Substation DI***572X,LV,53.36497879,-6.24758101
MV/LV Substation MA***573,LV,53.36837769,-6.22783422
MV/LV Substation GR***573X,LV,53.34326553,-6.2396574
MV/LV Substation HA***575X,LV,53.34807968,-6.25844145
MV/LV Substation CO***576,LV,53.36103058,-6.18325377
MV/LV Substation CH***576X,LV,53.34136581,-6.26955557
MV/LV Substation BE***577,LV,53.3458519,-6.25968838
MV/LV Substation EC***577X,LV,53.34307861,-6.28968239
MV/LV Substation GL***580,LV,53.38408661,-6.23991251
MV/LV Substation BA***580X,LV,53.35022354,-6.23783922
MV/LV Substation BU***581X,LV,53.34484863,-6.23373604
MV/LV Substation HE***582,LV,53.34622955,-6.29267979
MV/LV Substation EC***583X,LV,53.35877609,-6.26851988
MV/LV Substation RO***584,LV,53.37478638,-6.29816389
MV/LV Substation CL***584X,LV,53.34169006,-6.26194525
MV/LV Substation RO***585,LV,53.37429047,-6.29552412
MV/LV Substation JO***585X,LV,53.34716797,-6.28164959
MV/LV Substation RI***586,LV,53.33764267,-6.29483938
MV/LV Substation HI***587,LV,53.33166504,-6.25615311
MV/LV Substation SO***587X,LV,53.33830261,-6.27936363
MV/LV Substation MA***588,LV,53.35722351,-6.23257828
MV/LV Substation RU***589X,LV,53.33464813,-6.2909503
MV/LV Substation GR***592,LV,53.37874222,-6.23772812
MV/LV Substation CA***592X,LV,53.3413887,-6.26905966
MV/LV Substation JO***593X,LV,53.34616852,-6.24273634
MV/LV Substation KE***595X,LV,53.36285782,-6.24347687
MV/LV Substation BO***596,LV,53.36988831,-6.26390696
MV/LV Substation IV***596X,LV,53.35192108,-6.26481771
MV/LV Substation BE***597,LV,53.33662415,-6.2547946
MV/LV Substation EM***597X,LV,53.34060669,-6.31551647
MV/LV Substation HA***598,LV,53.33579254,-6.26314592
MV/LV Substation EA***598X,LV,53.37678146,-6.32357073
MV/LV Substation GL***599X,LV,53.35261917,-6.25469685
MV/LV Substation LI***602X,LV,53.35196686,-6.25322151
MV/LV Substation BE***603,LV,53.35538483,-6.26213837
MV/LV Substation AN***603X,LV,53.35886765,-6.28736734
MV/LV Substation WA***604,LV,53.37742996,-6.25419283
MV/LV Substation WA***605,LV,53.37897491,-6.25235605
MV/LV Substation MA***605X,LV,53.35333633,-6.25902271
MV/LV Substation CL***606,LV,53.3703537,-6.28164816
MV/LV Substation AB***606X,LV,53.34756088,-6.26774311
MV/LV Substation CL***607,LV,53.37049866,-6.28367043
MV/LV Substation CL***608,LV,53.37058258,-6.2851243
MV/LV Substation MC***608X,LV,53.33745956,-6.28697968
MV/LV Substation CL***609,LV,53.37117767,-6.28651285
MV/LV Substation CA***609X,LV,53.34151459,-6.30430937
MV/LV Substation DY***610X,LV,53.34570694,-6.24131393
MV/LV Substation CL***611,LV,53.36984634,-6.28384686
MV/LV Substation MC***611X,LV,53.34553146,-6.240345
MV/LV Substation GR***612,LV,53.33921432,-6.24450922
MV/LV Substation SC***613,LV,53.37464905,-6.26192522
MV/LV Substation WI***615,LV,53.33437347,-6.24709511
MV/LV Substation LO***615X,LV,53.34069061,-6.28791618
MV/LV Substation BE***616X,LV,53.35453033,-6.25639105
MV/LV Substation KI***617X,LV,53.35018921,-6.27615166
MV/LV Substation FA***618,LV,53.36419678,-6.23554945
MV/LV Substation GR***619,LV,53.37765121,-6.23557949
MV/LV Substation GR***619X,LV,53.33997726,-6.32052612
MV/LV Substation IN***620,LV,53.34205246,-6.31729126
MV/LV Substation EA***621,LV,53.33348083,-6.25918627
MV/LV Substation NO***622X,LV,53.35468674,-6.26533604
MV/LV Substation RA***623,LV,53.33802414,-6.32931089
MV/LV Substation MO***623X,LV,53.3722229,-6.29505062
MV/LV Substation PR***624,LV,53.36223602,-6.31105757
MV/LV Substation VE***625,LV,53.36823654,-6.19504166
MV/LV Substation VI***625X,LV,53.34974289,-6.28201151
MV/LV Substation SO***626X,LV,53.33757019,-6.206532
MV/LV Substation PH***627X,LV,53.37239838,-6.33335972
MV/LV Substation MO***628,LV,53.3359642,-6.26441479
MV/LV Substation GE***628X,LV,53.34619141,-6.25042439
MV/LV Substation HA***629,LV,53.35796356,-6.2874341
MV/LV Substation PA***630X,LV,53.3339386,-6.26182508
MV/LV Substation PA***631X,LV,53.3339119,-6.26181078
MV/LV Substation PA***632X,LV,53.33388519,-6.26181221
MV/LV Substation HA***633,LV,53.33211899,-6.26137352
MV/LV Substation TH***633X,LV,53.35438156,-6.25913048
MV/LV Substation HE***634X,LV,53.35220337,-6.26941729
MV/LV Substation RO***635,LV,53.37531662,-6.2932291
MV/LV Substation FA***635X,LV,53.36259842,-6.23744822
MV/LV Substation TH***636X,LV,53.36375427,-6.24823236
MV/LV Substation US***637X,LV,53.34523392,-6.2796855
MV/LV Substation BR***638X,LV,53.33746338,-6.28289557
MV/LV Substation CH***639X,LV,53.35695267,-6.25566101
MV/LV Substation ST***640,LV,53.36166,-6.24812269
MV/LV Substation BE***640X,LV,53.34608841,-6.2611804
MV/LV Substation SP***642X,LV,53.34540558,-6.2530241
MV/LV Substation AR***643X,LV,53.33892059,-6.27983427
MV/LV Substation CR***644,LV,53.36953735,-6.23743248
MV/LV Substation ST***645,LV,53.3654213,-6.18366766
MV/LV Substation HE***645X,LV,53.34528732,-6.29660654
MV/LV Substation RO***646X,LV,53.33761978,-6.30695629
MV/LV Substation FE***648,LV,53.33772659,-6.24179268
MV/LV Substation RI***648X,LV,53.34565353,-6.23940897
MV/LV Substation GR***649,LV,53.37731171,-6.22971773
MV/LV Substation BE***650,LV,53.37509918,-6.22542143
MV/LV Substation A.***651,LV,53.33414078,-6.26208687
MV/LV Substation RA***651X,LV,53.3767128,-6.3251214
MV/LV Substation HU***652,LV,53.33761978,-6.2558651
MV/LV Substation JA***652X,LV,53.35244751,-6.2547636
MV/LV Substation CA***653,LV,53.34334946,-6.26504564
MV/LV Substation AS***653X,LV,53.37667465,-6.33278656
MV/LV Substation AR***654X,LV,53.33911514,-6.27921104
MV/LV Substation CA***655,LV,53.36201477,-6.27621508
MV/LV Substation NO***655X,LV,53.34933853,-6.23089218
MV/LV Substation SH***656X,LV,53.34879684,-6.23129034
MV/LV Substation CA***657X,LV,53.34883881,-6.23121309
MV/LV Substation IS***658X,LV,53.3453331,-6.30848265
MV/LV Substation CA***659X,LV,53.33632278,-6.28747559
MV/LV Substation BR***660X,LV,53.36446381,-6.2456193
MV/LV Substation TH***661X,LV,53.37636948,-6.33335447
MV/LV Substation AN***662,LV,53.34547806,-6.26189613
MV/LV Substation TH***662X,LV,53.37641525,-6.33336782
MV/LV Substation TH***663X,LV,53.3760643,-6.33141327
MV/LV Substation AL***664X,LV,53.35520172,-6.24700594
MV/LV Substation MO***667,LV,53.36948776,-6.22206402
MV/LV Substation MA***667X,LV,53.34516907,-6.23454857
MV/LV Substation HO***668X,LV,53.34505081,-6.23458385
MV/LV Substation BL***669X,LV,53.34532166,-6.23577404
MV/LV Substation TY***670X,LV,53.33871078,-6.32185221
MV/LV Substation WE***671,LV,53.3453064,-6.26723385
MV/LV Substation CL***672,LV,53.33800507,-6.24125576
MV/LV Substation IV***673X,LV,53.33772659,-6.28695393
MV/LV Substation ST***674X,LV,53.33710098,-6.29474068
MV/LV Substation S.***675,LV,53.35446548,-6.25082111
MV/LV Substation ME***676X,LV,53.3514061,-6.22616577
MV/LV Substation CL***677,LV,53.33814621,-6.24048424
MV/LV Substation BO***677X,LV,53.34119797,-6.22609425
MV/LV Substation CA***678X,LV,53.33714676,-6.27289438
MV/LV Substation FA***679,LV,53.36971283,-6.26729488
MV/LV Substation KI***679X,LV,53.34133148,-6.30149412
MV/LV Substation ST***680,LV,53.36652374,-6.28614378
MV/LV Substation ST***682X,LV,53.34090805,-6.25946951
MV/LV Substation RO***685,LV,53.37266922,-6.285882
MV/LV Substation MO***686,LV,53.35124207,-6.26215696
MV/LV Substation SE***688,LV,53.36355591,-6.20216513
MV/LV Substation KI***688X,LV,53.34273148,-6.30815029
MV/LV Substation CL***689,LV,53.37677383,-6.21340513
MV/LV Substation HI***689X,LV,53.33914566,-6.20912313
MV/LV Substation MA***690X,LV,53.3338356,-6.26022291
MV/LV Substation CR***693,LV,53.37782288,-6.24675274
MV/LV Substation LA***693X,LV,53.37787247,-6.32399368
MV/LV Substation KI***695X,LV,53.35043716,-6.2790103
MV/LV Substation BE***696X,LV,53.34696198,-6.30988979
MV/LV Substation CR***697X,LV,53.35528183,-6.24165583
MV/LV Substation FR***700,LV,53.34144211,-6.25542355
MV/LV Substation BE***701,LV,53.34737778,-6.28431416
MV/LV Substation TA***702,LV,53.35075378,-6.25131893
MV/LV Substation PA***702X,LV,53.35022354,-6.23788404
MV/LV Substation SE***703,LV,53.34178925,-6.25587511
MV/LV Substation HI***703X,LV,53.35022354,-6.23792934
MV/LV Substation CL***704X,LV,53.35023117,-6.23797369
MV/LV Substation TH***706X,LV,53.34584427,-6.24566317
MV/LV Substation CA***708,LV,53.36069489,-6.28188658
MV/LV Substation KI***708X,LV,53.35474396,-6.24722004
MV/LV Substation GR***709X,LV,53.35084152,-6.26352501
MV/LV Substation GL***710,LV,53.36821747,-6.26026392
MV/LV Substation RI***710X,LV,53.36367798,-6.24484015
MV/LV Substation DI***711X,LV,53.37698364,-6.31257772
MV/LV Substation HO***712X,LV,53.37763214,-6.31186104
MV/LV Substation SP***713X,LV,53.37654114,-6.31041622
MV/LV Substation ME***714X,LV,53.37691879,-6.312325
MV/LV Substation CO***715,LV,53.33903503,-6.26295376
MV/LV Substation ME***715X,LV,53.37718964,-6.31168318
MV/LV Substation AC***717X,LV,53.35282135,-6.25993013
MV/LV Substation CL***718X,LV,53.34830475,-6.24315929
MV/LV Substation TH***719,LV,53.37184525,-6.28296995
MV/LV Substation CA***719X,LV,53.33628082,-6.28705692
MV/LV Substation SP***721X,LV,53.34804535,-6.23887491
MV/LV Substation ST***723X,LV,53.33672714,-6.26070547
MV/LV Substation BL***725X,LV,53.35647202,-6.26825285
MV/LV Substation LR***727,LV,53.34942627,-6.25572824
MV/LV Substation HY***727X,LV,53.33935165,-6.30370474
MV/LV Substation BE***728,LV,53.34952545,-6.25465775
MV/LV Substation SA***729,LV,53.36384583,-6.26189947
MV/LV Substation ST***729X,LV,53.34152222,-6.29833317
MV/LV Substation ES***730X,LV,53.34525299,-6.24277449
MV/LV Substation OL***731,LV,53.37789917,-6.27719641
MV/LV Substation PR***732,LV,53.34884644,-6.26102304
MV/LV Substation PR***732X,LV,53.35276413,-6.24809742
MV/LV Substation SH***733X,LV,53.34528351,-6.25206804
MV/LV Substation DC***734X,LV,53.34015274,-6.28443909
MV/LV Substation DO***735X,LV,53.34581757,-6.24935818
MV/LV Substation BA***736,LV,53.33488083,-6.24686384
MV/LV Substation BA***736X,LV,53.35616302,-6.25010586
MV/LV Substation WH***737,LV,53.37689209,-6.2511344
MV/LV Substation RO***738,LV,53.3742218,-6.28819418
MV/LV Substation KI***738X,LV,53.33428574,-6.25337362
MV/LV Substation GR***739,LV,53.36925507,-6.24151564
MV/LV Substation BR***739X,LV,53.34537125,-6.28041553
MV/LV Substation HA***740X,LV,53.37591171,-6.24496841
MV/LV Substation HE***742X,LV,53.33453751,-6.29874659
MV/LV Substation NO***743,LV,53.35657501,-6.29023838
MV/LV Substation CH***744,LV,53.3440361,-6.26079845
MV/LV Substation BO***745,LV,53.33465195,-6.24667788
MV/LV Substation JE***746,LV,53.34783554,-6.26747656
MV/LV Substation GR***746X,LV,53.34248734,-6.2587595
MV/LV Substation RO***747,LV,53.37487411,-6.28798723
MV/LV Substation RO***748X,LV,53.37641144,-6.32621527
MV/LV Substation TA***749,LV,53.35002899,-6.25639439
MV/LV Substation RA***749X,LV,53.37625504,-6.32518435
MV/LV Substation GA***750X,LV,53.35688782,-6.23290777
MV/LV Substation KA***751,LV,53.3499527,-6.26293039
MV/LV Substation TH***751X,LV,53.36301041,-6.24892378
MV/LV Substation WA***752X,LV,53.33742523,-6.24142981
MV/LV Substation BE***753X,LV,53.35450363,-6.26642513
MV/LV Substation BU***754X,LV,53.34268188,-6.31038952
MV/LV Substation CH***755,LV,53.34955978,-6.26572466
MV/LV Substation FA***755X,LV,53.36344147,-6.2433176
MV/LV Substation CH***757X,LV,53.34116745,-6.26864815
MV/LV Substation ST***758,LV,53.35850906,-6.23616028
MV/LV Substation OB***759X,LV,53.33614349,-6.32537556
MV/LV Substation WE***763X,LV,53.34378433,-6.25047779
MV/LV Substation DA***765X,LV,53.34097672,-6.26494694
MV/LV Substation MA***766X,LV,53.34773636,-6.27676153
MV/LV Substation CA***767,LV,53.35126877,-6.19910812
MV/LV Substation FU***770X,LV,53.33718491,-6.27367353
MV/LV Substation GR***773,LV,53.3389473,-6.24414444
MV/LV Substation DR***773X,LV,53.36771774,-6.25606251
MV/LV Substation TA***774X,LV,53.35132217,-6.25150585
MV/LV Substation CA***775,LV,53.33787155,-6.27128887
MV/LV Substation ME***775X,LV,53.3588562,-6.25489235
MV/LV Substation EA***776X,LV,53.35385513,-6.23016453
MV/LV Substation HA***778,LV,53.34220886,-6.23988152
MV/LV Substation EA***778X,LV,53.35508347,-6.22144699
MV/LV Substation BA***780,LV,53.3816452,-6.27539158
MV/LV Substation PO***780X,LV,53.35974503,-6.25601244
MV/LV Substation LA***781,LV,53.3877182,-6.24980354
MV/LV Substation RI***782,LV,53.34369278,-6.22478914
MV/LV Substation BR***783,LV,53.33973694,-6.27786493
MV/LV Substation IS***783X,LV,53.35326004,-6.23118019
MV/LV Substation E.***785,LV,53.34606934,-6.2585535
MV/LV Substation RO***785X,LV,53.36968231,-6.1818037
MV/LV Substation WA***787,LV,53.3351593,-6.3339715
MV/LV Substation HA***787X,LV,53.34424973,-6.23448181
MV/LV Substation PL***788,LV,53.33584595,-6.2667017
MV/LV Substation LI***789X,LV,53.34967422,-6.23047304
MV/LV Substation OL***790,LV,53.33954239,-6.19247055
MV/LV Substation PO***790X,LV,53.34861374,-6.230021
MV/LV Substation SH***791,LV,53.36051178,-6.25752831
MV/LV Substation IS***791X,LV,53.35328674,-6.2311492
MV/LV Substation TH***792X,LV,53.34603882,-6.24373293
MV/LV Substation BL***795,LV,53.35726166,-6.29297447
MV/LV Substation CL***795X,LV,53.34655762,-6.30735302
MV/LV Substation LO***796,LV,53.33860016,-6.24262762
MV/LV Substation SF***797X,LV,53.35863495,-6.25883675
MV/LV Substation ME***799,LV,53.35404968,-6.2286396
MV/LV Substation TH***800,LV,53.3752594,-6.19360256
MV/LV Substation CA***801,LV,53.33641815,-6.3237586
MV/LV Substation GL***802,LV,53.34315109,-6.26045895
MV/LV Substation SE***803,LV,53.36392212,-6.19420242
MV/LV Substation CH***804X,LV,53.35066605,-6.23561335
MV/LV Substation RO***805,LV,53.37418747,-6.29285336
MV/LV Substation CA***805X,LV,53.3452034,-6.23867702
MV/LV Substation PO***806,LV,53.34227753,-6.26231146
MV/LV Substation SA***807,LV,53.35006332,-6.26322603
MV/LV Substation BA***808,LV,53.34669876,-6.2593236
MV/LV Substation CA***808X,LV,53.34993744,-6.23256445
MV/LV Substation NO***809X,LV,53.35712433,-6.2428565
MV/LV Substation MA***812,LV,53.33924484,-6.28807926
MV/LV Substation CR***812X,LV,53.33893967,-6.26438427
MV/LV Substation BO***813X,LV,53.34150696,-6.25379944
MV/LV Substation BE***814,LV,53.34843063,-6.27324915
MV/LV Substation RU***815,LV,53.33719254,-6.26239824
MV/LV Substation RU***816,LV,53.33677673,-6.26234007
MV/LV Substation PE***816X,LV,53.3434639,-6.24813366
MV/LV Substation IL***817,LV,53.35032654,-6.26453733
MV/LV Substation PA***817X,LV,53.35247803,-6.29800177
MV/LV Substation IL***818,LV,53.35092163,-6.26347685
MV/LV Substation QU***818X,LV,53.36358261,-6.2913847
MV/LV Substation CL***820,LV,53.33613968,-6.27842999
MV/LV Substation MU***821X,LV,53.34427261,-6.27778673
MV/LV Substation ED***822,LV,53.34807587,-6.30044508
MV/LV Substation CO***822X,LV,53.35339355,-6.2446022
MV/LV Substation AN***823,LV,53.34029007,-6.25971985
MV/LV Substation TO***823X,LV,53.3574028,-6.23480892
MV/LV Substation A.***824,LV,53.33862305,-6.26243019
MV/LV Substation AL***824X,LV,53.35342789,-6.23160887
MV/LV Substation CR***825,LV,53.3608284,-6.1869278
MV/LV Substation BA***826,LV,53.37978745,-6.27175474
MV/LV Substation RO***830,LV,53.37565231,-6.29157782
MV/LV Substation TH***830X,LV,53.33802032,-6.3202424
MV/LV Substation NA***831,LV,53.36250687,-6.30246925
MV/LV Substation GR***831X,LV,53.34393692,-6.24057627
MV/LV Substation WA***832,LV,53.33670807,-6.24273539
MV/LV Substation HA***833,LV,53.34111023,-6.24084282
MV/LV Substation IG***833X,LV,53.33972931,-6.21091557
MV/LV Substation PH***834,LV,53.37340546,-6.33480787
MV/LV Substation HE***834X,LV,53.34392166,-6.29771233
