location_id,lat,lon,traffic_volume
942,53.377845,-6.31232,0.0
943,53.3149037,-6.2262938,1350.6
944,53.3158752,-6.2277366,293.5
945,53.3205871,-6.3159074,376.21
946,53.36436286,-6.176380102,570.67
947,53.403,-6.27386,179.87
948,53.3670861,-6.3022018,277.05
949,53.3774724,-6.332771,203.84
950,53.37215173,-6.19418771,43.28
951,53.3450729,-6.350855,215.9
952,53.3910456,-6.1751852,369.37
953,53.40352,-6.28213,758.27
954,53.3138406,-6.2974522,83.3
955,53.40259,-6.17052,208.31
956,53.355796,-6.27816,68.73
957,53.3731085,-6.2998074,555.87
958,53.354586,-6.278648,152.17
959,53.3319285,-6.2157982,150.65
960,53.3320707,-6.2148289,77.82
961,53.4071622,-6.2284142,515.76
962,53.33416288,-6.290198617,334.77
963,53.3389845,-6.236767,209.75
964,53.3575192,-6.286843,256.29
965,53.40817,-6.16199,725.88
966,53.36144,-6.29341,707.22
967,53.3375,-6.2195,912.86
968,53.341474,-6.270088,526.08
970,53.39494,-6.27056,138.12
971,53.38793287,-6.237328098,477.93
972,53.38539,-6.27847,219.58
973,53.39261,-6.26774,74.66
974,53.36279,-6.31213,228.58
975,53.34409,-6.27182,13.3
976,53.36246,-6.217855,351.51
977,53.3713,-6.23526,500.52
978,53.3758,-6.29984,275.58
979,53.348314,-6.27144,289.85
980,53.353727,-6.258049,337.01
983,53.403327,-6.170466,394.32
988,53.32349,-6.29531,340.56
989,53.32039,-6.30719,191.96
990,53.33103,-6.28778,277.5
991,53.38244,-6.20177,451.41
992,53.39267,-6.20442,297.98
994,53.397192,-6.237992,1438.24
995,53.343254,-6.365711,181.22
997,53.368243,-6.249741,218.5
1002,53.347053,-6.291793,239.31
1003,53.364307,-6.228011,877.05
1005,53.364079,-6.232259,364.9
1006,53.361077,-6.238493,322.31
1007,53.35834,-6.233674,302.16
1009,53.318265,-6.264489,253.07
1011,53.3466,-6.26061,362.04
1012,53.327563,-6.230889,228.91
1124,53.29671525,-6.204066438,1905.03
2057,53.403872,-6.265136,1099.92
4010,53.41078186,-6.225524413,1986.14
4011,53.408778,-6.268103,1092.85
4012,53.40419073,-6.310003996,926.67
4013,53.3818857,-6.3615334,1623.48
4014,53.3808563,-6.35721,2112.31
4015,53.3849499,-6.3684468,1355.42
4020,53.29039882,-6.33235082,1884.65
4025,53.42748128,-6.219116778,297.55
4026,53.2725215,-6.2194138,2554.25
4027,53.24165996,-6.151679485,1160.6
4028,53.2408288,-6.153349201,560.13
4029,53.3420494,-6.236099,1048.54
4030,53.3982231,-6.2441722,822.6
4031,53.3980237,-6.2418776,91.77
4035,53.42328396,-6.230265231,1545.09
4036,53.3761208,-6.3455861,124.33
4037,53.37681,-6.345079,120.81
4038,53.4030089,-6.3102206,2179.21
4039,53.4174426,-6.2387976,1588.72
4040,53.405293,-6.265217,1944.88
4045,53.4111163,-6.2656335,998.47
4047,53.40819846,-6.26583397,920.76
4048,53.38437,-6.366341,1575.1
4049,53.381309,-6.357355,409.28
4050,53.385835,-6.368473,407.52
4051,53.379199,-6.353712,1533.4
4052,53.3696362,-6.3480856,723.94
4053,53.37191649,-6.358541119,490.44
4054,53.3727985,-6.362186,928.7
4055,53.3751879,-6.3638491,859.34
4056,53.38057,-6.36922,1569.06
4057,53.3790602,-6.3719023,993.49
4058,53.3829036,-6.3709979,1199.64
4059,53.3852468,-6.3726208,2121.1
4060,53.3855855,-6.373102963,1266.24
4061,53.3858124,-6.374633,670.43
4063,53.37046833,-6.343285399,233.57
4064,53.42513702,-6.229437289,1391.15
4065,53.39794122,-6.390738893,1757.66
4066,53.397107,-6.392437,1659.0
4067,53.398869,-6.391507,704.67
4068,53.3954418,-6.3864535,316.54
4069,53.4065192,-6.2917348,586.34
4070,53.3730681,-6.334431,305.74
4071,53.4253781,-6.2190912,7731.5
4072,53.41323,-6.1598,539.52
4073,53.41073,-6.16078,700.21
4074,53.392379,-6.383257,268.29
4075,53.391439,-6.381962,1390.94
4076,53.39234,-6.379365,723.67
4077,53.392649,-6.378836,975.92
4079,53.40516,-6.268816,611.32
4080,53.406381,-6.272839,620.79
4081,53.406138,-6.278107,601.3
