location_id,lat,lon,traffic_volume,traffic_source,distance_to_nearest_substation_m,charger_count_nearby,road_density,ev_penetration_proxy
4027,53.24166,-6.151679,1160.6,DCC_2024_2025,194.9,0,23,0.049
4028,53.240829,-6.153349,560.13,DCC_2024_2025,128.5,0,22,0.049
4029,53.342049,-6.236099,1048.54,DCC_2024_2025,18.6,2,52,0.049
4030,53.398223,-6.244172,822.6,DCC_2024_2025,84.9,0,33,0.049
4031,53.398024,-6.241878,91.77,DCC_2024_2025,127.0,0,36,0.049
4035,53.423284,-6.230265,1545.09,DCC_2024_2025,123.6,0,13,0.049
4036,53.376121,-6.345586,124.33,DCC_2024_2025,94.3,0,14,0.049
4037,53.37681,-6.345079,120.81,DCC_2024_2025,35.8,0,15,0.049
4038,53.403009,-6.310221,2179.21,DCC_2024_2025,114.2,0,43,0.049
4039,53.417443,-6.238798,1588.72,DCC_2024_2025,73.7,0,14,0.049
4040,53.405293,-6.265217,1944.88,DCC_2024_2025,182.0,0,52,0.049
4045,53.411116,-6.265634,998.47,DCC_2024_2025,115.6,0,23,0.049
4047,53.408198,-6.265834,920.76,DCC_2024_2025,109.9,0,44,0.049
4048,53.38437,-6.366341,1575.1,DCC_2024_2025,28.4,0,38,0.049
4049,53.381309,-6.357355,409.28,DCC_2024_2025,46.8,0,32,0.049
4050,53.385835,-6.368473,407.52,DCC_2024_2025,166.1,1,32,0.049
4051,53.379199,-6.353712,1533.4,DCC_2024_2025,125.1,0,34,0.049
4052,53.369636,-6.348086,723.94,DCC_2024_2025,94.9,0,4,0.049
4053,53.371916,-6.358541,490.44,DCC_2024_2025,182.9,0,4,0.049
4054,53.372798,-6.362186,928.7,DCC_2024_2025,88.3,1,4,0.049
4055,53.375188,-6.363849,859.34,DCC_2024_2025,42.5,1,9,0.049
4056,53.38057,-6.36922,1569.06,DCC_2024_2025,91.8,0,25,0.049
4057,53.37906,-6.371902,993.49,DCC_2024_2025,66.6,0,15,0.049
4058,53.382904,-6.370998,1199.64,DCC_2024_2025,111.3,1,36,0.049
4059,53.385247,-6.372621,2121.1,DCC_2024_2025,81.4,1,33,0.049
4060,53.385586,-6.373103,1266.24,DCC_2024_2025,84.5,1,31,0.049
4061,53.385812,-6.374633,670.43,DCC_2024_2025,31.8,1,22,0.049
4063,53.370468,-6.343285,233.57,DCC_2024_2025,134.8,0,6,0.049
4064,53.425137,-6.229437,1391.15,DCC_2024_2025,62.4,0,23,0.049
4065,53.397941,-6.390739,1757.66,DCC_2024_2025,157.6,1,38,0.049
4066,53.397107,-6.392437,1659.0,DCC_2024_2025,118.5,1,34,0.049
4067,53.398869,-6.391507,704.67,DCC_2024_2025,62.7,1,38,0.049
4068,53.395442,-6.386454,316.54,DCC_2024_2025,157.3,1,36,0.049
4069,53.406519,-6.291735,586.34,DCC_2024_2025,112.2,0,13,0.049
4070,53.373068,-6.334431,305.74,DCC_2024_2025,45.1,0,41,0.049
4071,53.425378,-6.219091,7731.5,DCC_2024_2025,138.2,0,3,0.049
4072,53.41323,-6.1598,539.52,DCC_2024_2025,32.1,0,32,0.049
4073,53.41073,-6.16078,700.21,DCC_2024_2025,57.7,0,41,0.049
4074,53.392379,-6.383257,268.29,DCC_2024_2025,61.0,0,55,0.049
4075,53.391439,-6.381962,1390.94,DCC_2024_2025,136.3,0,56,0.049
4076,53.39234,-6.379365,723.67,DCC_2024_2025,119.2,0,60,0.049
4077,53.392649,-6.378836,975.92,DCC_2024_2025,73.0,0,60,0.049
4079,53.40516,-6.268816,611.32,DCC_2024_2025,153.5,0,47,0.049
4080,53.406381,-6.272839,620.79,DCC_2024_2025,65.5,0,32,0.049
4081,53.406138,-6.278107,601.3,DCC_2024_2025,45.0,0,34,0.049
4082,53.397521,-6.239358,1482.07,DCC_2024_2025,68.3,0,36,0.049
6000,53.279287,-6.210832,1030.98,DCC_2024_2025,102.6,1,67,0.049
6001,53.293577,-6.201737,1936.4,DCC_2024_2025,44.3,3,9,0.049
6002,53.293486,-6.201812,2045.04,DCC_2024_2025,55.4,3,10,0.049
6003,53.282363,-6.193424,1748.21,DCC_2024_2025,69.3,0,2,0.049
6004,53.274359,-6.176242,1645.61,DCC_2024_2025,43.8,0,4,0.049
6005,53.302484,-6.207636,1793.85,DCC_2024_2025,71.4,1,37,0.049
6006,53.273556,-6.17352,1683.3,DCC_2024_2025,38.8,0,5,0.049
6007,53.272355,-6.1713,1525.26,DCC_2024_2025,34.0,0,9,0.049
6008,53.289368,-6.195448,1841.31,DCC_2024_2025,95.7,1,44,0.049
6009,53.270594,-6.167395,1405.05,DCC_2024_2025,145.0,0,7,0.049
6010,53.266283,-6.158402,1491.6,DCC_2024_2025,82.0,0,14,0.049
6011,53.261763,-6.149436,2068.65,DCC_2024_2025,177.0,1,26,0.049
6013,53.260949,-6.150655,334.92,DCC_2024_2025,66.7,1,24,0.049
6014,53.280131,-6.189365,32.96,DCC_2024_2025,135.9,0,8,0.049
6015,53.264988,-6.159705,496.79,DCC_2024_2025,144.3,0,17,0.049
6016,53.258302,-6.146147,0.0,DCC_2024_2025,129.6,1,10,0.049
6017,53.250585,-6.141347,1546.1,DCC_2024_2025,108.2,0,16,0.049
6019,53.299635,-6.205452,1754.22,DCC_2024_2025,72.1,1,34,0.049
6020,53.300957,-6.180171,1068.31,DCC_2024_2025,67.9,1,44,0.049
6021,53.302397,-6.182961,1218.63,DCC_2024_2025,52.2,1,36,0.049
6022,53.301896,-6.181625,1306.06,DCC_2024_2025,31.8,1,35,0.049
6023,53.300204,-6.178878,1358.43,DCC_2024_2025,58.1,1,46,0.049
6024,53.299163,-6.174485,1154.97,DCC_2024_2025,54.1,1,50,0.049
6025,53.297385,-6.170798,1204.49,DCC_2024_2025,53.4,0,35,0.049
6026,53.298612,-6.17042,340.1,DCC_2024_2025,63.5,0,32,0.049
6027,53.296291,-6.170035,1343.78,DCC_2024_2025,109.2,0,36,0.049
6028,53.294448,-6.169087,891.53,DCC_2024_2025,145.5,0,34,0.049
6029,53.276588,-6.221272,1842.84,DCC_2024_2025,46.0,0,62,0.049
6030,53.305065,-6.18768,1005.02,DCC_2024_2025,103.3,0,17,0.049
6031,53.308875,-6.195946,1159.19,DCC_2024_2025,36.8,2,23,0.049
6032,53.311503,-6.20117,1124.46,DCC_2024_2025,45.5,2,25,0.049
6033,53.299138,-6.219206,665.65,DCC_2024_2025,53.4,0,14,0.049
6034,53.274024,-6.204244,826.17,DCC_2024_2025,90.4,4,48,0.049
6035,53.277306,-6.219613,966.25,DCC_2024_2025,21.1,0,65,0.049
6036,53.279078,-6.216732,509.55,DCC_2024_2025,73.4,1,85,0.049
6038,53.301468,-6.213943,670.06,DCC_2024_2025,125.4,0,29,0.049
6039,53.275612,-6.229443,728.54,DCC_2024_2025,64.5,0,21,0.049
6040,53.247823,-6.138433,741.82,DCC_2024_2025,270.9,1,46,0.049
6041,53.246493,-6.138492,2975.47,DCC_2024_2025,130.3,1,48,0.049
6042,53.247451,-6.136852,1423.93,DCC_2024_2025,234.1,1,41,0.049
6043,53.249243,-6.134648,1280.29,DCC_2024_2025,157.6,1,45,0.049
6044,53.250165,-6.133746,1346.64,DCC_2024_2025,67.1,1,41,0.049
6045,53.251396,-6.132548,1368.04,DCC_2024_2025,119.6,0,37,0.049
6046,53.254229,-6.130456,1167.1,DCC_2024_2025,110.1,0,45,0.049
6047,53.257248,-6.128312,1165.95,DCC_2024_2025,123.9,0,36,0.049
6048,53.278474,-6.185137,2469.89,DCC_2024_2025,72.3,0,8,0.049
6049,53.269733,-6.141095,622.9,DCC_2024_2025,56.1,0,12,0.049
6051,53.309551,-6.217407,261.57,DCC_2024_2025,63.8,0,12,0.049
6052,53.28082,-6.158061,1071.21,DCC_2024_2025,31.7,0,35,0.049
6053,53.279868,-6.157883,502.06,DCC_2024_2025,98.6,1,37,0.049
6054,53.278008,-6.16385,1206.93,DCC_2024_2025,48.3,1,31,0.049
6055,53.291761,-6.265562,614.61,DCC_2024_2025,155.7,0,14,0.049
6056,53.291782,-6.269053,1052.3,DCC_2024_2025,186.9,0,9,0.049
6057,53.313104,-6.238721,1340.45,DCC_2024_2025,19.1,0,23,0.049
6058,53.313452,-6.238013,467.89,DCC_2024_2025,39.7,0,23,0.049
6059,53.288542,-6.145521,1201.94,DCC_2024_2025,49.7,0,14,0.049
6060,53.287145,-6.157711,843.43,DCC_2024_2025,85.2,0,34,0.049
6061,53.300808,-6.188686,676.06,DCC_2024_2025,59.4,0,15,0.049
6063,53.288898,-6.198275,545.65,DCC_2024_2025,57.4,1,54,0.049
6064,53.271981,-6.152445,380.3,DCC_2024_2025,39.3,0,19,0.049
6065,53.273125,-6.19847,1217.27,DCC_2024_2025,51.6,1,32,0.049
6066,53.273057,-6.200947,2376.21,DCC_2024_2025,120.3,4,34,0.049
6067,53.260805,-6.205541,552.38,DCC_2024_2025,62.0,0,24,0.049
6068,53.258494,-6.199057,700.12,DCC_2024_2025,72.4,0,11,0.049
6069,53.257715,-6.196984,641.88,DCC_2024_2025,76.3,0,11,0.049
6070,53.256154,-6.189979,568.27,DCC_2024_2025,36.2,0,11,0.049
6071,53.281181,-6.155634,0.0,DCC_2024_2025,51.6,0,21,0.049
6072,53.255178,-6.18521,562.53,DCC_2024_2025,124.1,2,18,0.049
6073,53.300902,-6.176984,1721.07,DCC_2024_2025,40.6,1,43,0.049
6074,53.293723,-6.248411,877.32,DCC_2024_2025,72.6,1,39,0.049
6075,53.293257,-6.246017,1023.92,DCC_2024_2025,30.4,2,47,0.049
6076,53.292291,-6.246505,762.8,DCC_2024_2025,85.5,2,65,0.049
6077,53.249243,-6.134648,1090.35,DCC_2024_2025,157.6,1,45,0.049
6082,53.277668,-6.230731,915.37,DCC_2024_2025,117.7,0,12,0.049
6083,53.29372,-6.27569,373.67,DCC_2024_2025,47.4,0,16,0.049
6084,53.265263,-6.229214,1304.04,DCC_2024_2025,81.0,0,18,0.049
6085,53.286675,-6.225912,1380.13,DCC_2024_2025,68.9,0,32,0.049
6086,53.288838,-6.226264,899.67,DCC_2024_2025,145.8,0,34,0.049
6087,53.272054,-6.203906,1630.35,DCC_2024_2025,42.0,3,28,0.049
6088,53.292759,-6.229445,1938.88,DCC_2024_2025,81.0,0,44,0.049
6089,53.274114,-6.243506,1044.8,DCC_2024_2025,83.6,0,34,0.049
6092,53.302759,-6.233434,833.49,DCC_2024_2025,11.5,0,14,0.049
6093,53.305566,-6.236784,989.79,DCC_2024_2025,40.6,0,26,0.049
6094,53.307683,-6.236859,993.94,DCC_2024_2025,61.1,0,24,0.049
6095,53.282535,-6.224805,730.95,DCC_2024_2025,126.8,0,19,0.049
6096,53.280343,-6.214346,523.6,DCC_2024_2025,76.2,1,57,0.049
6100,53.287915,-6.138494,204.53,DCC_2024_2025,89.2,0,6,0.049
6101,53.26319,-6.148383,1092.99,DCC_2024_2025,109.7,1,32,0.049
6102,53.289307,-6.180824,866.56,DCC_2024_2025,8.5,0,28,0.049
6103,53.28915,-6.174804,1026.29,DCC_2024_2025,61.3,0,31,0.049
6104,53.286153,-6.167486,963.87,DCC_2024_2025,17.9,1,33,0.049
6105,53.28781,-6.171259,465.56,DCC_2024_2025,81.3,0,29,0.049
6106,53.289353,-6.176755,246.8,DCC_2024_2025,44.6,0,30,0.049
6109,53.264716,-6.133623,2376.65,DCC_2024_2025,75.3,0,30,0.049
6110,53.285792,-6.123908,539.97,DCC_2024_2025,72.6,0,25,0.049
6111,53.285103,-6.118942,339.26,DCC_2024_2025,127.8,0,20,0.049
6116,53.272805,-6.243797,411.29,DCC_2024_2025,145.0,0,31,0.049
6119,53.274337,-6.255525,705.8,DCC_2024_2025,100.8,1,19,0.049
6121,53.278121,-6.244692,321.39,DCC_2024_2025,102.6,0,30,0.049
6126,53.262765,-6.211763,638.35,DCC_2024_2025,82.0,0,26,0.049
6128,53.287624,-6.25648,605.41,DCC_2024_2025,113.8,0,4,0.049
6130,53.301755,-6.177937,176.6,DCC_2024_2025,52.7,1,43,0.049
6135,53.277874,-6.206586,689.96,DCC_2024_2025,115.8,1,65,0.049
6138,53.303823,-6.198792,488.95,DCC_2024_2025,76.4,0,3,0.049
6141,53.302538,-6.267271,756.94,DCC_2024_2025,21.6,0,19,0.049
6144,53.245551,-6.134821,1668.42,DCC_2024_2025,110.9,1,34,0.049
6146,53.279228,-6.197821,719.05,DCC_2024_2025,87.8,1,8,0.049
6147,53.274663,-6.199648,690.74,DCC_2024_2025,48.0,2,43,0.049
6148,53.258,-6.170409,1579.44,DCC_2024_2025,101.2,0,30,0.049
6151,53.275685,-6.208675,603.17,DCC_2024_2025,97.1,1,70,0.049
6154,53.297384,-6.180605,2339.28,DCC_2024_2025,61.6,0,32,0.049
6158,53.279356,-6.135693,628.69,DCC_2024_2025,92.4,2,33,0.049
6160,53.294979,-6.254928,1103.77,DCC_2024_2025,112.3,0,28,0.049
6161,53.299187,-6.253649,541.72,DCC_2024_2025,266.2,0,18,0.049
6162,53.294208,-6.250604,261.17,DCC_2024_2025,58.6,0,50,0.049
6163,53.263776,-6.136197,0.0,DCC_2024_2025,84.1,0,29,0.049
6167,53.312099,-6.238765,323.14,DCC_2024_2025,112.4,0,27,0.049
6172,53.290984,-6.166624,477.71,DCC_2024_2025,85.4,0,23,0.049
6175,53.235503,-6.126239,751.45,DCC_2024_2025,11.1,1,34,0.049
6179,53.289107,-6.243377,221.33,DCC_2024_2025,76.8,4,72,0.049
6180,53.305432,-6.245619,766.47,DCC_2024_2025,58.2,0,15,0.049
6183,53.290704,-6.245177,239.29,DCC_2024_2025,64.1,2,69,0.049
6187,53.2629,-6.227561,574.36,DCC_2024_2025,70.7,0,17,0.049
6188,53.235126,-6.192342,419.81,DCC_2024_2025,46.5,0,20,0.049
6189,53.252996,-6.214312,903.32,DCC_2024_2025,47.9,0,15,0.049
6190,53.294912,-6.142663,519.07,DCC_2024_2025,77.9,2,24,0.049
6191,53.289313,-6.129567,622.01,DCC_2024_2025,70.6,1,22,0.049
6192,53.29234,-6.135919,405.77,DCC_2024_2025,53.0,3,30,0.049
6194,53.287194,-6.123498,349.06,DCC_2024_2025,52.3,0,26,0.049
6195,53.286514,-6.131576,1938.44,DCC_2024_2025,35.0,0,16,0.049
6202,53.298773,-6.233715,913.59,DCC_2024_2025,127.2,0,6,0.049
6203,53.30021,-6.233276,279.64,DCC_2024_2025,36.2,0,7,0.049
6205,53.27667,-6.265001,1443.53,DCC_2024_2025,73.4,1,33,0.049
6207,53.27927,-6.26971,719.69,DCC_2024_2025,51.9,1,23,0.049
6208,53.271755,-6.249152,588.13,DCC_2024_2025,39.4,1,37,0.049
6209,53.269493,-6.262355,971.91,DCC_2024_2025,44.2,0,5,0.049
6210,53.267324,-6.148131,750.28,DCC_2024_2025,63.0,0,25,0.049
6211,53.264565,-6.148085,747.86,DCC_2024_2025,121.2,0,33,0.049
6215,53.289017,-6.222696,269.68,DCC_2024_2025,117.0,0,28,0.049
6216,53.288519,-6.204163,531.35,DCC_2024_2025,110.7,1,65,0.049
6219,53.289098,-6.207821,1311.15,DCC_2024_2025,147.5,0,54,0.049
6220,53.289528,-6.234675,975.32,DCC_2024_2025,29.2,1,46,0.049
6221,53.288271,-6.207572,0.0,DCC_2024_2025,76.4,0,66,0.049
6222,53.289558,-6.23929,200.91,DCC_2024_2025,24.6,5,67,0.049
6225,53.274408,-6.193026,1560.04,DCC_2024_2025,159.3,0,16,0.049
6226,53.271855,-6.205364,1656.25,DCC_2024_2025,76.3,3,39,0.049
6229,53.294496,-6.133868,453.09,DCC_2024_2025,116.0,3,28,0.049
6235,53.293788,-6.154621,672.72,DCC_2024_2025,90.1,0,11,0.049
6240,53.268046,-6.220112,1054.16,DCC_2024_2025,67.4,0,48,0.049
6241,53.287278,-6.176072,1096.85,DCC_2024_2025,30.2,0,29,0.049
6242,53.288029,-6.180689,231.49,DCC_2024_2025,140.6,0,27,0.049
6244,53.289372,-6.125491,43.22,DCC_2024_2025,163.4,1,25,0.049
6245,53.287845,-6.122731,64.36,DCC_2024_2025,140.4,0,25,0.049
6247,53.292839,-6.273191,1273.05,DCC_2024_2025,73.8,0,7,0.049
6257,53.291182,-6.128521,424.1,DCC_2024_2025,143.4,1,23,0.049
6258,53.2926,-6.129968,97.84,DCC_2024_2025,96.7,2,30,0.049
6260,53.270628,-6.1431,1638.21,DCC_2024_2025,64.7,0,12,0.049
6267,53.277424,-6.141212,589.57,DCC_2024_2025,82.1,2,27,0.049
6268,53.294581,-6.151521,151.77,DCC_2024_2025,144.2,0,11,0.049
6270,53.285942,-6.115525,276.49,DCC_2024_2025,140.7,0,21,0.049
6272,53.271288,-6.228475,1071.77,DCC_2024_2025,111.5,0,24,0.049
6277,53.297143,-6.160173,166.87,DCC_2024_2025,27.7,0,2,0.049
6278,53.298399,-6.165274,182.86,DCC_2024_2025,151.9,0,22,0.049
6279,53.234402,-6.123215,465.97,DCC_2024_2025,53.2,2,32,0.049
6280,53.242202,-6.121509,443.91,DCC_2024_2025,91.9,0,22,0.049
6284,53.309064,-6.218379,447.14,DCC_2024_2025,147.0,0,12,0.049
6288,53.291455,-6.241002,432.8,DCC_2024_2025,88.7,2,74,0.049
6289,53.291434,-6.233571,669.76,DCC_2024_2025,102.9,1,42,0.049
6291,53.287566,-6.137246,820.01,DCC_2024_2025,166.0,0,7,0.049
6293,53.267074,-6.184115,366.56,DCC_2024_2025,54.0,0,3,0.049
6297,53.286248,-6.237332,610.47,DCC_2024_2025,38.7,3,48,0.049
6299,53.289382,-6.236199,919.19,DCC_2024_2025,80.4,3,42,0.049
6300,53.264869,-6.210815,669.17,DCC_2024_2025,136.0,0,27,0.049
6301,53.251056,-6.156196,26.67,DCC_2024_2025,53.7,0,15,0.049
6306,53.295352,-6.25702,1247.14,DCC_2024_2025,88.2,0,25,0.049
6309,53.283491,-6.146155,809.69,DCC_2024_2025,53.2,1,39,0.049
6310,53.283172,-6.146855,625.92,DCC_2024_2025,60.7,1,37,0.049
6312,53.262593,-6.210321,855.71,DCC_2024_2025,97.4,0,27,0.049
6313,53.26972,-6.21175,1087.24,DCC_2024_2025,136.9,2,15,0.049
6314,53.265981,-6.210502,254.39,DCC_2024_2025,25.3,0,30,0.049
6315,53.271009,-6.211075,1938.84,DCC_2024_2025,42.1,2,15,0.049
6319,53.288248,-6.242196,199.06,DCC_2024_2025,56.5,5,78,0.049
6344,53.274471,-6.149023,246.63,DCC_2024_2025,188.0,0,24,0.049
6345,53.303544,-6.270968,748.3,DCC_2024_2025,193.1,0,19,0.049
6350,53.239403,-6.196347,593.41,DCC_2024_2025,97.1,0,9,0.049
6352,53.282388,-6.142342,2140.8,DCC_2024_2025,159.4,1,48,0.049
6360,53.244677,-6.141962,1464.73,DCC_2024_2025,76.4,0,57,0.049
6361,53.24633,-6.144692,541.67,DCC_2024_2025,82.6,0,53,0.049
6362,53.252455,-6.158422,11.14,DCC_2024_2025,232.7,0,15,0.049
6363,53.251235,-6.162907,37.54,DCC_2024_2025,132.3,1,10,0.049
6364,53.244144,-6.151818,62.47,DCC_2024_2025,157.2,0,32,0.049
6365,53.244232,-6.155045,124.77,DCC_2024_2025,43.1,0,17,0.049
6366,53.243402,-6.153802,159.46,DCC_2024_2025,140.7,0,18,0.049
6367,53.24504,-6.14911,267.39,DCC_2024_2025,133.8,0,56,0.049
6368,53.24426,-6.14845,527.49,DCC_2024_2025,100.2,0,60,0.049
6370,53.287198,-6.265665,180.55,DCC_2024_2025,66.8,0,15,0.049
6371,53.271892,-6.254048,198.99,DCC_2024_2025,40.6,1,11,0.049
6372,53.294746,-6.153656,117.18,DCC_2024_2025,43.2,0,11,0.049
6373,53.257436,-6.221447,222.08,DCC_2024_2025,103.6,0,11,0.049
6374,53.209599,-6.111462,77.67,DCC_2024_2025,82.2,0,24,0.049
6375,53.288878,-6.205605,323.26,DCC_2024_2025,43.2,1,63,0.049
6376,53.243841,-6.140956,503.35,DCC_2024_2025,43.0,0,55,0.049
6377,53.243187,-6.14031,122.15,DCC_2024_2025,61.3,0,48,0.049
6378,53.22621,-6.125126,236.53,DCC_2024_2025,86.7,0,10,0.049
6379,53.24504,-6.14911,71.03,DCC_2024_2025,133.8,0,56,0.049
6380,53.24923,-6.15107,45.28,DCC_2024_2025,33.0,0,20,0.049
6381,53.24796,-6.14806,148.09,DCC_2024_2025,122.6,0,35,0.049
6382,53.25463,-6.18314,1658.25,DCC_2024_2025,206.2,2,32,0.049
6383,53.24786,-6.1232,1074.72,DCC_2024_2025,36.8,0,30,0.049
6384,53.28759,-6.23748,138.94,DCC_2024_2025,101.7,3,61,0.049
6385,53.260762,-6.226525,506.88,DCC_2024_2025,114.9,0,9,0.049
6386,53.303842,-6.208476,2150.03,DCC_2024_2025,53.9,1,27,0.049
6387,53.267023,-6.20981,621.02,DCC_2024_2025,94.9,1,30,0.049
6388,53.275429,-6.150628,277.17,DCC_2024_2025,109.0,1,23,0.049
6389,53.294634,-6.180239,253.38,DCC_2024_2025,101.8,0,11,0.049
6390,53.278377,-6.222826,352.21,DCC_2024_2025,90.9,0,51,0.049
6391,53.294946,-6.133711,108.61,DCC_2024_2025,153.4,3,28,0.049
6392,53.25463,-6.18314,940.49,DCC_2024_2025,206.2,2,32,0.049
6394,53.296163,-6.141145,831.21,DCC_2024_2025,44.3,3,22,0.049
6395,53.24426,-6.14845,103.65,DCC_2024_2025,100.2,0,60,0.049
6396,53.24786,-6.1232,265.27,DCC_2024_2025,36.8,0,30,0.049
6398,53.28759,-6.23748,286.72,DCC_2024_2025,101.7,3,61,0.049
6400,53.26834,-6.21058,604.99,DCC_2024_2025,95.3,2,18,0.049
6401,53.21839,-6.11979,925.28,DCC_2024_2025,75.8,0,13,0.049
6402,53.2886,-6.21852,265.09,DCC_2024_2025,135.5,0,12,0.049
6404,53.285,-6.1774,331.24,DCC_2024_2025,90.0,0,22,0.049
6406,53.2687,-6.14609,290.96,DCC_2024_2025,113.5,0,25,0.049
6080,53.282779,-6.233981,0.0,DLR_2023,96.8,0,26,0.049
N01111A,53.293594,-6.356151,485.88,SDCC_2024,40.9,0,6,0.049
N01111C,53.293594,-6.356151,209.71,SDCC_2024,40.9,0,6,0.049
N01111D,53.293594,-6.356151,86.28,SDCC_2024,40.9,0,6,0.049
N01111M,53.293594,-6.356151,101.45,SDCC_2024,40.9,0,6,0.049
N01111N,53.293594,-6.356151,0.0,SDCC_2024,40.9,0,6,0.049
N01111R,53.293594,-6.356151,82.3,SDCC_2024,40.9,0,6,0.049
N01111Z,53.293594,-6.356151,0.0,SDCC_2024,40.9,0,6,0.049
N01121E,53.298306,-6.354352,329.72,SDCC_2024,124.2,0,14,0.049
N01121G,53.298306,-6.354352,192.8,SDCC_2024,124.2,0,14,0.049
N01121H,53.298306,-6.354352,171.03,SDCC_2024,124.2,0,14,0.049
N01121J,53.298306,-6.354352,193.59,SDCC_2024,124.2,0,14,0.049
N01121S,53.298306,-6.354352,0.0,SDCC_2024,124.2,0,14,0.049
N01121V,53.298306,-6.354352,150.7,SDCC_2024,124.2,0,14,0.049
N01121Y,53.298306,-6.354352,0.15,SDCC_2024,124.2,0,14,0.049
N01121Z,53.298306,-6.354352,0.0,SDCC_2024,124.2,0,14,0.049
N01131A,53.301229,-6.352204,277.66,SDCC_2024,157.1,0,21,0.049
N01131B,53.301229,-6.352204,103.13,SDCC_2024,157.1,0,21,0.049
N01131C,53.301229,-6.352204,314.86,SDCC_2024,157.1,0,21,0.049
N01131F,53.301229,-6.352204,183.79,SDCC_2024,157.1,0,21,0.049
N01131P,53.301229,-6.352204,75.1,SDCC_2024,157.1,0,21,0.049
N01131Q,53.301229,-6.352204,0.0,SDCC_2024,157.1,0,21,0.049
N01131Z,53.301229,-6.352204,0.0,SDCC_2024,157.1,0,21,0.049
N01141G,53.303248,-6.352882,302.9,SDCC_2024,77.7,0,21,0.049
N01151A,53.294524,-6.355703,167.43,SDCC_2024,71.2,0,7,0.049
N01151B,53.294524,-6.355703,41.43,SDCC_2024,71.2,0,7,0.049
N01151C,53.294524,-6.355703,241.46,SDCC_2024,71.2,0,7,0.049
N01151D,53.294524,-6.355703,9.56,SDCC_2024,71.2,0,7,0.049
N01151I,53.294524,-6.355703,0.0,SDCC_2024,71.2,0,7,0.049
N01151J,53.294524,-6.355703,52.47,SDCC_2024,71.2,0,7,0.049
N01151K,53.294524,-6.355703,0.0,SDCC_2024,71.2,0,7,0.049
N01151L,53.294524,-6.355703,13.29,SDCC_2024,71.2,0,7,0.049
N01151Z,53.294524,-6.355703,0.0,SDCC_2024,71.2,0,7,0.049
N02111A,53.274696,-6.352953,342.97,SDCC_2024,88.8,0,31,0.049
N02111B,53.274696,-6.352953,122.36,SDCC_2024,88.8,0,31,0.049
N02111C,53.274696,-6.352953,293.22,SDCC_2024,88.8,0,31,0.049
N02111D,53.274696,-6.352953,130.97,SDCC_2024,88.8,0,31,0.049
N02111K,53.274696,-6.352953,58.76,SDCC_2024,88.8,0,31,0.049
N02111M,53.274696,-6.352953,104.46,SDCC_2024,88.8,0,31,0.049
N02111N,53.274696,-6.352953,0.0,SDCC_2024,88.8,0,31,0.049
N02111P,53.274696,-6.352953,0.0,SDCC_2024,88.8,0,31,0.049
N02111Q,53.274696,-6.352953,0.0,SDCC_2024,88.8,0,31,0.049
N02111R,53.274696,-6.352953,0.0,SDCC_2024,88.8,0,31,0.049
N02111Z,53.274696,-6.352953,0.0,SDCC_2024,88.8,0,31,0.049
N02121E,53.276824,-6.357394,342.34,SDCC_2024,57.3,0,28,0.049
N02121G,53.276824,-6.357394,432.97,SDCC_2024,57.3,0,28,0.049
N02121H,53.276824,-6.357394,145.48,SDCC_2024,57.3,0,28,0.049
N02121S,53.276824,-6.357394,0.0,SDCC_2024,57.3,0,28,0.049
N02131A,53.276824,-6.357394,257.96,SDCC_2024,57.3,0,28,0.049
N02131C,53.276824,-6.357394,298.37,SDCC_2024,57.3,0,28,0.049
N02131D,53.276824,-6.357394,185.34,SDCC_2024,57.3,0,28,0.049
N02131L,53.276824,-6.357394,0.0,SDCC_2024,57.3,0,28,0.049
N02131N,53.276824,-6.357394,0.0,SDCC_2024,57.3,0,28,0.049
N03111B,53.359566,-6.425738,20.75,SDCC_2024,109.0,0,24,0.049
N03111C,53.359566,-6.425738,528.86,SDCC_2024,109.0,0,24,0.049
N03111D,53.359566,-6.425738,345.07,SDCC_2024,109.0,0,24,0.049
N03111J,53.359566,-6.425738,0.0,SDCC_2024,109.0,0,24,0.049
N03111K,53.359566,-6.425738,0.0,SDCC_2024,109.0,0,24,0.049
N03111L,53.359566,-6.425738,281.67,SDCC_2024,109.0,0,24,0.049
N03111M,53.359566,-6.425738,0.0,SDCC_2024,109.0,0,24,0.049
N03121A,53.357202,-6.424314,246.82,SDCC_2024,170.7,0,31,0.049
N03121D,53.357202,-6.424314,88.63,SDCC_2024,170.7,0,31,0.049
N03121F,53.357202,-6.424314,302.32,SDCC_2024,170.7,0,31,0.049
N03121G,53.357202,-6.424314,396.16,SDCC_2024,170.7,0,31,0.049
N03121P,53.357202,-6.424314,0.0,SDCC_2024,170.7,0,31,0.049
N03131A,53.355885,-6.422586,523.45,SDCC_2024,58.1,0,34,0.049
