location_id,lat,lon,traffic_volume,traffic_source,distance_to_nearest_substation_m,charger_count_nearby,road_density,ev_penetration_proxy
496,53.326619,-6.243145,41.67,DCC_2024_2025,32.1,0,23,0.049
498,53.348645,-6.35317,417.45,DCC_2024_2025,152.0,0,28,0.049
500,53.371902,-6.237244,892.91,DCC_2024_2025,46.7,0,18,0.049
501,53.342938,-6.321374,1388.42,DCC_2024_2025,255.5,0,46,0.049
502,53.339486,-6.307961,1018.96,DCC_2024_2025,190.1,0,92,0.049
503,53.341829,-6.307583,1016.93,DCC_2024_2025,107.2,0,90,0.049
504,53.309955,-6.273603,485.77,DCC_2024_2025,98.6,0,25,0.049
506,53.359089,-6.195866,505.67,DCC_2024_2025,46.8,0,5,0.049
507,53.363735,-6.282404,323.14,DCC_2024_2025,39.0,0,29,0.049
508,53.392833,-6.245973,874.95,DCC_2024_2025,104.4,0,15,0.049
509,53.339254,-6.216508,315.44,DCC_2024_2025,18.9,0,49,0.049
510,53.38733,-6.298602,1637.4,DCC_2024_2025,80.0,1,47,0.049
511,53.363931,-6.195366,359.88,DCC_2024_2025,77.2,0,5,0.049
513,53.349864,-6.250993,845.32,DCC_2024_2025,58.4,0,154,0.049
515,53.371264,-6.329215,1062.42,DCC_2024_2025,52.9,0,30,0.049
516,53.387613,-6.258203,103.82,DCC_2024_2025,184.4,0,32,0.049
517,53.380386,-6.236131,316.54,DCC_2024_2025,85.9,0,11,0.049
519,53.377613,-6.276753,572.77,DCC_2024_2025,43.3,0,17,0.049
521,53.379369,-6.240419,521.98,DCC_2024_2025,69.0,0,22,0.049
522,53.333944,-6.262979,629.32,DCC_2024_2025,15.3,2,102,0.049
524,53.390389,-6.189186,62.1,DCC_2024_2025,62.4,0,20,0.049
526,53.340452,-6.315578,0.0,DCC_2024_2025,17.7,0,39,0.049
528,53.379786,-6.28828,1100.85,DCC_2024_2025,20.2,0,32,0.049
530,53.322401,-6.294285,523.77,DCC_2024_2025,273.6,1,21,0.049
531,53.371429,-6.202691,724.14,DCC_2024_2025,150.5,1,33,0.049
532,53.397642,-6.229564,2102.57,DCC_2024_2025,35.7,0,13,0.049
533,53.362704,-6.301878,818.9,DCC_2024_2025,44.9,1,29,0.049
536,53.328072,-6.208759,0.0,DCC_2024_2025,249.9,0,9,0.049
540,53.397847,-6.224204,1118.32,DCC_2024_2025,167.9,0,13,0.049
543,53.388295,-6.214775,401.03,DCC_2024_2025,158.5,0,25,0.049
544,53.345945,-6.3514,511.22,DCC_2024_2025,66.6,0,27,0.049
545,53.382846,-6.176434,834.51,DCC_2024_2025,50.8,1,31,0.049
546,53.370805,-6.2066,0.0,DCC_2024_2025,113.8,1,34,0.049
548,53.317534,-6.285995,0.0,DCC_2024_2025,236.0,0,24,0.049
550,53.336395,-6.242572,385.43,DCC_2024_2025,36.5,3,73,0.049
551,53.342325,-6.354235,0.0,DCC_2024_2025,81.7,0,15,0.049
552,53.344392,-6.376485,365.63,DCC_2024_2025,85.0,0,21,0.049
553,53.34239,-6.338905,532.61,DCC_2024_2025,71.0,0,17,0.049
554,53.343176,-6.365082,0.0,DCC_2024_2025,148.7,0,8,0.049
555,53.384836,-6.265353,0.0,DCC_2024_2025,175.8,0,37,0.049
556,53.369779,-6.277817,573.49,DCC_2024_2025,122.8,1,29,0.049
559,53.347931,-6.246104,181.13,DCC_2024_2025,53.7,1,197,0.049
561,53.380105,-6.177532,0.0,DCC_2024_2025,83.7,1,27,0.049
563,53.370281,-6.263775,192.49,DCC_2024_2025,44.6,0,25,0.049
566,53.401501,-6.264616,1353.79,DCC_2024_2025,83.7,0,36,0.049
568,53.388817,-6.298634,0.0,DCC_2024_2025,53.6,0,45,0.049
569,53.394033,-6.166281,795.67,DCC_2024_2025,154.9,0,10,0.049
570,53.378089,-6.282588,83.84,DCC_2024_2025,220.1,0,36,0.049
571,53.404628,-6.18839,660.98,DCC_2024_2025,39.0,0,2,0.049
573,53.332771,-6.329582,656.16,DCC_2024_2025,113.4,0,24,0.049
575,53.386947,-6.17362,615.39,DCC_2024_2025,122.5,0,11,0.049
576,53.316102,-6.258838,213.52,DCC_2024_2025,278.7,0,17,0.049
577,53.321071,-6.254678,240.2,DCC_2024_2025,108.5,0,59,0.049
578,53.389787,-6.305414,0.0,DCC_2024_2025,19.5,0,39,0.049
580,53.379361,-6.310933,0.0,DCC_2024_2025,164.5,0,24,0.049
582,53.344195,-6.276349,1588.56,DCC_2024_2025,51.3,1,164,0.049
583,53.31809,-6.233411,224.55,DCC_2024_2025,38.6,0,40,0.049
584,53.349669,-6.226924,2298.27,DCC_2024_2025,91.8,0,45,0.049
585,53.395425,-6.163114,0.04,DCC_2024_2025,60.0,0,22,0.049
586,53.37732,-6.215553,820.99,DCC_2024_2025,75.3,0,16,0.049
588,53.33599,-6.298898,0.0,DCC_2024_2025,112.1,0,46,0.049
589,53.340156,-6.223261,0.0,DCC_2024_2025,73.8,1,53,0.049
591,53.382666,-6.212962,552.91,DCC_2024_2025,89.7,1,31,0.049
593,53.361097,-6.22778,0.0,DCC_2024_2025,237.5,1,33,0.049
594,53.367594,-6.227566,0.0,DCC_2024_2025,89.0,0,45,0.049
596,53.374519,-6.245806,379.18,DCC_2024_2025,106.2,0,18,0.049
597,53.369758,-6.32459,679.35,DCC_2024_2025,87.5,0,9,0.049
598,53.334647,-6.214274,35.25,DCC_2024_2025,192.3,0,21,0.049
599,53.309498,-6.284764,774.93,DCC_2024_2025,89.4,0,25,0.049
600,53.352471,-6.224958,2499.74,DCC_2024_2025,75.5,0,39,0.049
603,53.382947,-6.204656,0.0,DCC_2024_2025,85.1,0,27,0.049
605,53.381117,-6.245413,0.04,DCC_2024_2025,64.4,0,28,0.049
606,53.328878,-6.303362,0.0,DCC_2024_2025,113.8,1,20,0.049
608,53.388089,-6.199225,0.0,DCC_2024_2025,166.2,0,32,0.049
610,53.327678,-6.244416,987.07,DCC_2024_2025,57.0,0,24,0.049
611,53.396287,-6.216905,988.68,DCC_2024_2025,126.0,1,28,0.049
612,53.347938,-6.263644,68.71,DCC_2024_2025,41.8,0,172,0.049
613,53.330618,-6.251899,417.54,DCC_2024_2025,103.6,2,55,0.049
614,53.329302,-6.24842,22.26,DCC_2024_2025,109.9,1,53,0.049
615,53.319449,-6.232506,876.97,DCC_2024_2025,37.0,0,37,0.049
616,53.39309,-6.221341,338.91,DCC_2024_2025,107.9,0,19,0.049
617,53.389901,-6.193174,685.53,DCC_2024_2025,93.4,0,31,0.049
618,53.324187,-6.252352,0.0,DCC_2024_2025,49.3,1,59,0.049
620,53.328099,-6.241527,173.9,DCC_2024_2025,140.8,0,22,0.049
622,53.340691,-6.265586,542.62,DCC_2024_2025,37.3,1,129,0.049
623,53.321366,-6.267498,458.61,DCC_2024_2025,47.3,1,33,0.049
624,53.377471,-6.258,430.5,DCC_2024_2025,109.0,0,8,0.049
625,53.34567,-6.265035,0.0,DCC_2024_2025,40.6,0,149,0.049
626,53.389135,-6.152513,767.98,DCC_2024_2025,60.6,0,10,0.049
628,53.353312,-6.285299,577.64,DCC_2024_2025,51.0,1,22,0.049
629,53.326767,-6.313415,781.9,DCC_2024_2025,115.4,0,24,0.049
630,53.366847,-6.172646,624.28,DCC_2024_2025,75.8,0,1,0.049
631,53.367161,-6.194884,446.04,DCC_2024_2025,80.4,0,8,0.049
632,53.369173,-6.194367,359.42,DCC_2024_2025,52.3,0,8,0.049
633,53.36248,-6.195647,355.74,DCC_2024_2025,64.7,0,8,0.049
634,53.398459,-6.160034,0.0,DCC_2024_2025,136.1,0,30,0.049
635,53.398346,-6.156382,0.0,DCC_2024_2025,83.0,0,28,0.049
637,53.331221,-6.29795,477.4,DCC_2024_2025,172.1,1,52,0.049
639,53.390252,-6.191502,1094.87,DCC_2024_2025,27.5,0,27,0.049
640,53.386364,-6.254896,536.72,DCC_2024_2025,55.8,0,7,0.049
641,53.303864,-6.293915,0.02,DCC_2024_2025,243.2,0,8,0.049
642,53.305705,-6.290912,0.0,DCC_2024_2025,184.3,0,9,0.049
648,53.332328,-6.231722,482.07,DCC_2024_2025,58.5,0,61,0.049
649,53.384392,-6.221069,529.75,DCC_2024_2025,109.6,1,22,0.049
650,53.313149,-6.247058,693.83,DCC_2024_2025,121.0,0,17,0.049
651,53.342196,-6.32894,527.71,DCC_2024_2025,83.0,0,22,0.049
652,53.383702,-6.2765,0.0,DCC_2024_2025,73.8,0,5,0.049
653,53.340595,-6.272395,0.0,DCC_2024_2025,27.9,1,171,0.049
654,53.342179,-6.325136,486.67,DCC_2024_2025,88.4,0,33,0.049
655,53.361404,-6.214596,598.17,DCC_2024_2025,269.4,0,5,0.049
658,53.342024,-6.236548,640.34,DCC_2024_2025,16.4,2,52,0.049
659,53.375937,-6.242347,732.38,DCC_2024_2025,27.8,0,11,0.049
660,53.347605,-6.241202,1767.13,DCC_2024_2025,68.2,1,96,0.049
662,53.339257,-6.264347,197.58,DCC_2024_2025,17.6,1,83,0.049
663,53.339701,-6.264034,333.44,DCC_2024_2025,46.6,1,87,0.049
664,53.345907,-6.296126,843.14,DCC_2024_2025,76.0,2,104,0.049
665,53.343606,-6.270068,76.19,DCC_2024_2025,31.0,2,166,0.049
667,53.362105,-6.299983,1053.26,DCC_2024_2025,41.1,1,29,0.049
668,53.336765,-6.26315,154.56,DCC_2024_2025,53.8,2,94,0.049
670,53.368073,-6.303784,0.0,DCC_2024_2025,169.9,0,16,0.049
672,53.389949,-6.272032,296.36,DCC_2024_2025,172.6,0,19,0.049
676,53.346322,-6.383217,1039.71,DCC_2024_2025,70.8,0,31,0.049
677,53.351254,-6.225855,2404.47,DCC_2024_2025,26.7,0,43,0.049
679,53.324163,-6.327237,1298.55,DCC_2024_2025,41.3,0,23,0.049
680,53.390168,-6.199851,596.08,DCC_2024_2025,70.4,0,33,0.049
682,53.350294,-6.272273,0.0,DCC_2024_2025,81.8,1,105,0.049
686,53.325472,-6.265237,0.0,DCC_2024_2025,24.7,1,37,0.049
689,53.394478,-6.161067,0.0,DCC_2024_2025,30.0,0,18,0.049
690,53.376133,-6.270027,375.94,DCC_2024_2025,25.1,0,53,0.049
691,53.377617,-6.248155,1236.42,DCC_2024_2025,95.8,0,12,0.049
692,53.337597,-6.347597,727.98,DCC_2024_2025,30.0,0,14,0.049
693,53.310557,-6.289794,377.03,DCC_2024_2025,51.1,0,15,0.049
694,53.377301,-6.196351,471.09,DCC_2024_2025,134.5,0,19,0.049
695,53.373274,-6.194027,0.01,DCC_2024_2025,97.6,0,20,0.049
696,53.36589,-6.195127,301.85,DCC_2024_2025,174.9,0,9,0.049
699,53.324038,-6.279767,483.42,DCC_2024_2025,76.0,0,19,0.049
700,53.367348,-6.299733,535.78,DCC_2024_2025,131.5,0,14,0.049
701,53.372135,-6.22266,1000.86,DCC_2024_2025,73.3,0,28,0.049
704,53.373079,-6.265813,0.0,DCC_2024_2025,94.5,0,33,0.049
706,53.337647,-6.226662,80.07,DCC_2024_2025,63.8,1,61,0.049
707,53.331854,-6.264628,67.2,DCC_2024_2025,53.9,1,76,0.049
709,53.367944,-6.239567,291.88,DCC_2024_2025,194.8,0,14,0.049
710,53.346803,-6.265947,261.16,DCC_2024_2025,28.6,1,164,0.049
711,53.346484,-6.268028,115.52,DCC_2024_2025,45.1,1,114,0.049
712,53.364838,-6.239865,0.05,DCC_2024_2025,139.1,0,37,0.049
715,53.373421,-6.268691,0.0,DCC_2024_2025,93.4,0,33,0.049
716,53.390816,-6.319788,629.29,DCC_2024_2025,106.9,0,8,0.049
720,53.339356,-6.274991,635.32,DCC_2024_2025,34.5,1,149,0.049
722,53.332703,-6.260479,381.26,DCC_2024_2025,47.6,3,99,0.049
724,53.340249,-6.214765,378.08,DCC_2024_2025,57.0,0,41,0.049
725,53.342624,-6.215042,0.0,DCC_2024_2025,35.2,0,22,0.049
727,53.40285,-6.180071,1806.19,DCC_2024_2025,95.3,1,49,0.049
729,53.33867,-6.279439,480.87,DCC_2024_2025,38.3,0,101,0.049
733,53.33731,-6.285952,703.58,DCC_2024_2025,70.2,0,43,0.049
734,53.359634,-6.23199,534.11,DCC_2024_2025,225.5,1,33,0.049
738,53.3348,-6.327736,839.37,DCC_2024_2025,130.8,0,27,0.049
740,53.371688,-6.245034,237.35,DCC_2024_2025,29.7,0,15,0.049
742,53.35053,-6.279824,335.81,DCC_2024_2025,49.6,1,83,0.049
743,53.348685,-6.281942,552.31,DCC_2024_2025,85.9,1,87,0.049
744,53.336755,-6.259886,9.13,DCC_2024_2025,54.5,1,102,0.049
745,53.396547,-6.264009,998.35,DCC_2024_2025,125.2,0,21,0.049
747,53.378914,-6.175762,312.31,DCC_2024_2025,104.1,1,25,0.049
748,53.380328,-6.172593,261.71,DCC_2024_2025,69.5,0,25,0.049
750,53.367407,-6.255393,1800.47,DCC_2024_2025,56.3,1,19,0.049
751,53.331356,-6.279351,0.0,DCC_2024_2025,123.1,0,44,0.049
752,53.324936,-6.302289,463.21,DCC_2024_2025,120.1,0,14,0.049
753,53.348446,-6.279865,0.0,DCC_2024_2025,53.1,2,116,0.049
755,53.394225,-6.264055,921.11,DCC_2024_2025,72.9,0,22,0.049
756,53.342419,-6.356215,860.61,DCC_2024_2025,108.8,0,12,0.049
757,53.350682,-6.276794,240.02,DCC_2024_2025,50.0,1,80,0.049
758,53.332388,-6.253173,1150.26,DCC_2024_2025,49.5,4,68,0.049
759,53.338735,-6.277968,0.01,DCC_2024_2025,31.5,0,112,0.049
760,53.346298,-6.281997,830.42,DCC_2024_2025,73.0,1,126,0.049
761,53.346885,-6.282501,725.76,DCC_2024_2025,29.1,1,119,0.049
767,53.328482,-6.343767,0.0,DCC_2024_2025,9.4,0,34,0.049
769,53.334344,-6.325081,420.65,DCC_2024_2025,19.1,0,27,0.049
771,53.343241,-6.290989,934.23,DCC_2024_2025,49.2,1,83,0.049
772,53.348054,-6.289722,143.35,DCC_2024_2025,54.8,2,89,0.049
773,53.347183,-6.280159,576.64,DCC_2024_2025,50.1,2,124,0.049
775,53.347111,-6.276985,126.24,DCC_2024_2025,17.1,1,156,0.049
776,53.34707,-6.274992,864.12,DCC_2024_2025,21.6,1,142,0.049
777,53.346801,-6.272844,279.66,DCC_2024_2025,58.6,1,149,0.049
778,53.3469,-6.27047,177.19,DCC_2024_2025,23.0,1,154,0.049
780,53.332423,-6.256284,0.0,DCC_2024_2025,56.2,2,92,0.049
781,53.310495,-6.251933,115.95,DCC_2024_2025,84.9,0,29,0.049
782,53.34907,-6.26005,404.98,DCC_2024_2025,55.1,0,186,0.049
785,53.404056,-6.183694,850.52,DCC_2024_2025,21.7,1,40,0.049
791,53.366857,-6.218631,510.61,DCC_2024_2025,77.4,0,18,0.049
796,53.347939,-6.257392,471.31,DCC_2024_2025,71.4,1,212,0.049
797,53.400951,-6.18246,1595.64,DCC_2024_2025,92.7,1,49,0.049
798,53.376811,-6.309315,1045.72,DCC_2024_2025,46.5,0,23,0.049
799,53.334956,-6.346318,608.76,DCC_2024_2025,99.3,0,14,0.049
800,53.332933,-6.355783,368.05,DCC_2024_2025,34.4,0,15,0.049
801,53.337983,-6.255803,691.39,DCC_2024_2025,40.6,2,106,0.049
806,53.31763,-6.215483,717.34,DCC_2024_2025,41.6,0,33,0.049
807,53.346699,-6.24783,502.09,DCC_2024_2025,69.8,1,195,0.049
808,53.34805,-6.247896,424.35,DCC_2024_2025,81.9,1,195,0.049
811,53.377431,-6.187251,199.43,DCC_2024_2025,77.9,0,6,0.049
816,53.353347,-6.223352,1360.66,DCC_2024_2025,127.3,0,38,0.049
817,53.354299,-6.224464,236.4,DCC_2024_2025,142.4,0,27,0.049
818,53.35492,-6.221743,605.55,DCC_2024_2025,26.7,0,30,0.049
819,53.338312,-6.236822,0.0,DCC_2024_2025,64.0,2,64,0.049
821,53.39626,-6.293222,545.3,DCC_2024_2025,102.4,0,15,0.049
822,53.409815,-6.214359,1976.64,DCC_2024_2025,93.7,1,33,0.049
826,53.343796,-6.372084,685.29,DCC_2024_2025,87.9,0,9,0.049
830,53.384077,-6.243644,549.13,DCC_2024_2025,247.5,0,45,0.049
832,53.362401,-6.242117,1403.88,DCC_2024_2025,103.5,0,46,0.049
833,53.34248,-6.239192,533.14,DCC_2024_2025,54.8,1,78,0.049
834,53.398108,-6.238685,0.0,DCC_2024_2025,74.0,0,33,0.049
835,53.396273,-6.23979,0.0,DCC_2024_2025,87.5,0,36,0.049
838,53.34562,-6.299146,1026.61,DCC_2024_2025,78.3,2,54,0.049
839,53.362898,-6.178408,549.22,DCC_2024_2025,50.2,1,2,0.049
841,53.397227,-6.185557,0.01,DCC_2024_2025,172.6,0,36,0.049
844,53.328302,-6.234124,125.16,DCC_2024_2025,103.5,0,54,0.049
846,53.321519,-6.23054,0.0,DCC_2024_2025,108.6,0,29,0.049
848,53.313818,-6.202828,1071.7,DCC_2024_2025,73.5,0,22,0.049
850,53.35254,-6.232209,177.3,DCC_2024_2025,50.1,0,26,0.049
851,53.400937,-6.194885,0.0,DCC_2024_2025,85.5,0,2,0.049
853,53.375017,-6.217651,0.0,DCC_2024_2025,91.0,0,20,0.049
856,53.350533,-6.240965,810.88,DCC_2024_2025,95.4,0,72,0.049
857,53.397195,-6.233127,1085.32,DCC_2024_2025,143.0,0,21,0.049
858,53.39776,-6.226959,1565.71,DCC_2024_2025,27.1,0,14,0.049
859,53.402576,-6.162162,777.97,DCC_2024_2025,18.5,0,41,0.049
860,53.349617,-6.245754,288.96,DCC_2024_2025,41.7,0,168,0.049
861,53.34906,-6.240951,590.8,DCC_2024_2025,104.8,1,79,0.049
862,53.348898,-6.238775,133.52,DCC_2024_2025,30.1,1,72,0.049
863,53.348839,-6.237784,112.47,DCC_2024_2025,92.8,1,66,0.049
864,53.348782,-6.236485,7.87,DCC_2024_2025,36.0,1,67,0.049
865,53.348704,-6.235304,258.88,DCC_2024_2025,31.4,1,62,0.049
866,53.348557,-6.23209,115.81,DCC_2024_2025,23.2,0,51,0.049
867,53.348304,-6.229728,360.83,DCC_2024_2025,39.5,0,49,0.049
868,53.346194,-6.240836,1264.38,DCC_2024_2025,62.7,1,111,0.049
870,53.344494,-6.240785,1558.98,DCC_2024_2025,63.5,1,95,0.049
872,53.405933,-6.163208,212.37,DCC_2024_2025,54.5,0,29,0.049
873,53.347406,-6.238067,750.26,DCC_2024_2025,80.1,1,66,0.049
874,53.407418,-6.21543,0.0,DCC_2024_2025,144.8,0,26,0.049
875,53.406538,-6.177219,865.82,DCC_2024_2025,56.6,0,61,0.049
878,53.399558,-6.276004,456.78,DCC_2024_2025,21.0,0,4,0.049
879,53.349755,-6.277562,0.0,DCC_2024_2025,39.4,1,93,0.049
882,53.334415,-6.245636,738.82,DCC_2024_2025,71.9,3,50,0.049
883,53.330591,-6.260314,147.16,DCC_2024_2025,77.1,1,89,0.049
886,53.38394,-6.183645,325.77,DCC_2024_2025,101.4,1,9,0.049
888,53.40229,-6.176476,1064.12,DCC_2024_2025,150.9,1,68,0.049
889,53.401673,-6.171252,935.17,DCC_2024_2025,79.1,0,33,0.049
890,53.398172,-6.161157,1087.0,DCC_2024_2025,86.1,0,27,0.049
891,53.335706,-6.380298,658.64,DCC_2024_2025,46.7,0,17,0.049
893,53.345953,-6.237992,322.17,DCC_2024_2025,94.9,1,64,0.049
895,53.338672,-6.271996,0.0,DCC_2024_2025,58.5,1,145,0.049
897,53.347478,-6.235535,798.11,DCC_2024_2025,89.6,1,62,0.049
898,53.346938,-6.230158,472.15,DCC_2024_2025,74.4,1,46,0.049
899,53.400106,-6.257649,737.68,DCC_2024_2025,95.2,0,16,0.049
900,53.398861,-6.250957,565.47,DCC_2024_2025,69.6,0,15,0.049
901,53.397775,-6.246764,611.33,DCC_2024_2025,41.1,0,27,0.049
902,53.36022,-6.265651,646.12,DCC_2024_2025,104.7,1,73,0.049
904,53.356885,-6.231852,894.52,DCC_2024_2025,61.2,0,14,0.049
906,53.372201,-6.252868,540.0,DCC_2024_2025,58.2,0,20,0.049
908,53.347342,-6.25728,370.5,DCC_2024_2025,50.8,1,216,0.049
909,53.343357,-6.282958,492.17,DCC_2024_2025,31.4,1,128,0.049
910,53.339706,-6.318105,538.63,DCC_2024_2025,132.3,0,40,0.049
911,53.340806,-6.255314,227.44,DCC_2024_2025,71.1,0,110,0.049
913,53.370474,-6.306385,279.57,DCC_2024_2025,143.5,0,18,0.049
914,53.39448,-6.212434,901.7,DCC_2024_2025,67.5,1,31,0.049
915,53.384311,-6.23611,401.72,DCC_2024_2025,31.0,0,22,0.049
916,53.363636,-6.281263,192.74,DCC_2024_2025,40.6,0,30,0.049
917,53.395261,-6.24542,367.77,DCC_2024_2025,112.4,0,32,0.049
918,53.379147,-6.269746,200.96,DCC_2024_2025,139.0,0,50,0.049
919,53.34099,-6.258309,244.49,DCC_2024_2025,59.4,0,116,0.049
920,53.341779,-6.258082,211.75,DCC_2024_2025,41.9,0,126,0.049
921,53.345857,-6.259118,452.34,DCC_2024_2025,37.9,0,165,0.049
922,53.351222,-6.260882,311.72,DCC_2024_2025,77.7,1,164,0.049
923,53.35337,-6.25966,246.28,DCC_2024_2025,42.5,1,119,0.049
924,53.350115,-6.258424,168.27,DCC_2024_2025,60.0,0,191,0.049
925,53.350874,-6.264865,423.88,DCC_2024_2025,42.9,1,129,0.049
926,53.359757,-6.278523,320.43,DCC_2024_2025,66.4,0,48,0.049
927,53.3609,-6.27929,630.78,DCC_2024_2025,91.7,0,45,0.049
928,53.353482,-6.272999,1445.53,DCC_2024_2025,107.3,0,89,0.049
929,53.353656,-6.274314,124.76,DCC_2024_2025,19.9,0,86,0.049
930,53.349823,-6.354442,331.22,DCC_2024_2025,128.2,0,26,0.049
931,53.371392,-6.20727,314.37,DCC_2024_2025,110.0,1,33,0.049
932,53.352372,-6.26894,283.6,DCC_2024_2025,36.8,1,163,0.049
933,53.33112,-6.281445,598.43,DCC_2024_2025,54.5,0,39,0.049
934,53.376483,-6.190527,321.71,DCC_2024_2025,165.6,0,18,0.049
935,53.349738,-6.229505,251.95,DCC_2024_2025,58.1,0,52,0.049
936,53.347106,-6.261071,943.14,DCC_2024_2025,73.0,0,165,0.049
937,53.37157,-6.166918,208.82,DCC_2024_2025,503.7,0,1,0.049
938,53.397635,-6.266166,506.73,DCC_2024_2025,32.6,0,27,0.049
939,53.399028,-6.162248,764.08,DCC_2024_2025,121.3,0,35,0.049
940,53.324275,-6.239914,0.0,DCC_2024_2025,58.0,1,19,0.049
941,53.345299,-6.24635,78.59,DCC_2024_2025,26.5,1,174,0.049
942,53.377845,-6.31232,0.0,DCC_2024_2025,38.6,0,23,0.049
943,53.314904,-6.226294,1350.6,DCC_2024_2025,249.8,0,40,0.049
944,53.315875,-6.227737,293.5,DCC_2024_2025,232.8,0,50,0.049
945,53.320587,-6.315907,376.21,DCC_2024_2025,103.2,1,15,0.049
946,53.364363,-6.17638,570.67,DCC_2024_2025,119.9,0,1,0.049
947,53.403,-6.27386,179.87,DCC_2024_2025,53.7,0,25,0.049
948,53.367086,-6.302202,277.05,DCC_2024_2025,35.3,0,21,0.049
949,53.377472,-6.332771,203.84,DCC_2024_2025,88.7,0,15,0.049
950,53.372152,-6.194188,43.28,DCC_2024_2025,41.7,0,17,0.049
951,53.345073,-6.350855,215.9,DCC_2024_2025,81.3,0,25,0.049
952,53.391046,-6.175185,369.37,DCC_2024_2025,22.2,0,14,0.049
953,53.40352,-6.28213,758.27,DCC_2024_2025,140.1,0,31,0.049
954,53.313841,-6.297452,83.3,DCC_2024_2025,101.1,0,18,0.049
955,53.40259,-6.17052,208.31,DCC_2024_2025,20.8,0,39,0.049
956,53.355796,-6.27816,68.73,DCC_2024_2025,84.8,0,43,0.049
957,53.373108,-6.299807,555.87,DCC_2024_2025,71.4,0,21,0.049
958,53.354586,-6.278648,152.17,DCC_2024_2025,61.3,0,46,0.049
959,53.331928,-6.215798,150.65,DCC_2024_2025,26.1,0,17,0.049
960,53.332071,-6.214829,77.82,DCC_2024_2025,63.1,0,15,0.049
961,53.407162,-6.228414,515.76,DCC_2024_2025,115.4,0,6,0.049
962,53.334163,-6.290199,334.77,DCC_2024_2025,73.5,0,41,0.049
963,53.338984,-6.236767,209.75,DCC_2024_2025,22.4,2,64,0.049
964,53.357519,-6.286843,256.29,DCC_2024_2025,63.1,1,29,0.049
965,53.40817,-6.16199,725.88,DCC_2024_2025,23.1,0,41,0.049
966,53.36144,-6.29341,707.22,DCC_2024_2025,23.2,1,36,0.049
967,53.3375,-6.2195,912.86,DCC_2024_2025,115.4,0,46,0.049
968,53.341474,-6.270088,526.08,DCC_2024_2025,37.3,1,190,0.049
970,53.39494,-6.27056,138.12,DCC_2024_2025,126.8,0,14,0.049
971,53.387933,-6.237328,477.93,DCC_2024_2025,27.3,0,26,0.049
972,53.38539,-6.27847,219.58,DCC_2024_2025,144.6,0,3,0.049
973,53.39261,-6.26774,74.66,DCC_2024_2025,42.4,0,34,0.049
974,53.36279,-6.31213,228.58,DCC_2024_2025,94.1,0,11,0.049
975,53.34409,-6.27182,13.3,DCC_2024_2025,101.3,2,161,0.049
976,53.36246,-6.217855,351.51,DCC_2024_2025,35.8,0,15,0.049
977,53.3713,-6.23526,500.52,DCC_2024_2025,88.5,0,13,0.049
978,53.3758,-6.29984,275.58,DCC_2024_2025,60.9,0,17,0.049
979,53.348314,-6.27144,289.85,DCC_2024_2025,76.4,1,121,0.049
980,53.353727,-6.258049,337.01,DCC_2024_2025,41.6,1,99,0.049
983,53.403327,-6.170466,394.32,DCC_2024_2025,44.8,0,45,0.049
988,53.32349,-6.29531,340.56,DCC_2024_2025,136.7,1,19,0.049
989,53.32039,-6.30719,191.96,DCC_2024_2025,140.5,0,5,0.049
990,53.33103,-6.28778,277.5,DCC_2024_2025,74.9,0,42,0.049
991,53.38244,-6.20177,451.41,DCC_2024_2025,130.8,0,26,0.049
992,53.39267,-6.20442,297.98,DCC_2024_2025,60.1,0,4,0.049
994,53.397192,-6.237992,1438.24,DCC_2024_2025,155.0,0,36,0.049
995,53.343254,-6.365711,181.22,DCC_2024_2025,139.3,0,8,0.049
997,53.368243,-6.249741,218.5,DCC_2024_2025,230.8,1,16,0.049
1002,53.347053,-6.291793,239.31,DCC_2024_2025,79.1,3,106,0.049
1003,53.364307,-6.228011,877.05,DCC_2024_2025,81.3,1,52,0.049
1005,53.364079,-6.232259,364.9,DCC_2024_2025,92.9,1,33,0.049
1006,53.361077,-6.238493,322.31,DCC_2024_2025,25.9,0,54,0.049
1007,53.35834,-6.233674,302.16,DCC_2024_2025,56.2,0,33,0.049
1009,53.318265,-6.264489,253.07,DCC_2024_2025,85.4,1,35,0.049
1011,53.3466,-6.26061,362.04,DCC_2024_2025,42.9,0,168,0.049
1012,53.327563,-6.230889,228.91,DCC_2024_2025,27.8,0,43,0.049
1124,53.296715,-6.204066,1905.03,DCC_2024_2025,45.3,2,20,0.049
2057,53.403872,-6.265136,1099.92,DCC_2024_2025,55.1,0,42,0.049
4010,53.410782,-6.225524,1986.14,DCC_2024_2025,294.0,0,9,0.049
4011,53.408778,-6.268103,1092.85,DCC_2024_2025,210.1,0,44,0.049
4012,53.404191,-6.310004,926.67,DCC_2024_2025,146.0,0,39,0.049
4013,53.381886,-6.361533,1623.48,DCC_2024_2025,194.0,0,36,0.049
4014,53.380856,-6.35721,2112.31,DCC_2024_2025,13.9,0,33,0.049
4015,53.38495,-6.368447,1355.42,DCC_2024_2025,132.9,1,34,0.049
4020,53.290399,-6.332351,1884.65,DCC_2024_2025,88.3,0,57,0.049
4025,53.427481,-6.219117,297.55,DCC_2024_2025,108.9,0,3,0.049
4026,53.272522,-6.219414,2554.25,DCC_2024_2025,143.3,0,73,0.049
